"","y14b225","w14edu","sampid","y14g101","y14a034","y14a065","y14a080","y14b308","y14b156z","y14b161","w14type","y14f310","y14b22","y14g7"
"1760",300,5,5140,2,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"1761",6000,4,5142,1,NA,NA,NA,1,8,1,5,3,110132.7,384142319
"1762",NA,4,5143,2,2,1,5,NA,NA,NA,3,3,110132.7,384142319
"1763",2930,4,5146,1,2,1,5,1,0,1,5,4,110132.7,384142319
"1764",260,4,5150,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1765",5300,4,5152,1,2,1,5,1,0,1,5,1,110132.7,384142319
"1766",NA,NA,5158,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1767",4150,4,5159,2,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"1768",280,4,5165,2,NA,NA,NA,2,2,2,5,3,110132.7,384142319
"1769",370,4,5166,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1770",230,4,5171,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1771",320,5,5175,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"1772",NA,4,5180,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1773",450,4,5181,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1774",NA,NA,5186,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1775",320,4,5192,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1776",280,4,5201,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1777",350,4,5203,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1778",350,4,5204,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1779",450,4,5205,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1780",300,4,5209,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1781",200,4,5211,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1782",4000,4,5214,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1783",NA,NA,5215,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1784",200,4,5224,1,NA,NA,NA,NA,6,5,5,4,110132.7,384142319
"1785",180,4,5225,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1786",NA,NA,5227,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1787",100,4,5229,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1788",100,4,5230,2,NA,NA,NA,2,5,2,5,2,110132.7,384142319
"1789",6100,4,5234,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1790",2800,4,5240,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1791",NA,NA,5242,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1792",200,4,5244,1,NA,NA,NA,2,0,1,5,2,110132.7,384142319
"1793",250,4,5246,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1794",NA,NA,5254,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1795",NA,NA,5257,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1796",180,4,5260,1,NA,NA,NA,2,2,2,5,2,110132.7,384142319
"1797",220,4,5261,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1798",350,4,5266,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1799",180,4,5269,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1800",5000,4,5271,2,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"1801",200,4,5274,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1802",350,4,5275,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1803",200,4,5276,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1804",180,4,5277,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1805",0,4,5280,2,NA,NA,NA,NA,8,6,5,1,110132.7,384142319
"1806",250,4,5284,1,NA,NA,NA,1,4,1,5,5,110132.7,384142319
"1807",250,4,5288,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1808",250,4,5293,1,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"1809",230,4,5295,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1810",350,4,5296,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1811",300,4,5303,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1812",200,4,5306,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1813",300,4,5307,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"1814",0,4,5308,2,NA,NA,NA,NA,5,6,5,1,110132.7,384142319
"1815",4400,4,5310,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1816",NA,NA,5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1817",330,4,5312,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1818",200,4,5318,1,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"1819",NA,4,5334,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1820",4100,4,5342,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1821",4500,4,5346,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1822",NA,NA,5364,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1823",3200,4,5367,2,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"1824",2600,4,5368,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1825",200,4,5377,1,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"1826",2800,4,5378,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1827",4000,4,5379,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1828",3600,4,5380,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1829",3800,4,5386,1,NA,NA,NA,2,4,1,5,2,110132.7,384142319
"1830",2800,4,5391,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1831",NA,4,5392,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1832",320,4,5396,2,NA,NA,NA,1,8,1,5,3,110132.7,384142319
"1833",350,4,5397,2,NA,NA,NA,1,8,1,5,4,110132.7,384142319
"1834",NA,4,5403,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1835",NA,4,5408,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1836",2500,4,5410,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1837",250,4,5412,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1838",260,4,5415,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1839",230,4,5418,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1840",250,4,5419,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1841",NA,NA,5433,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1842",NA,4,5434,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1843",220,5,5435,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1844",NA,NA,5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1845",250,4,5437,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1846",NA,4,5438,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1847",270,4,5439,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1848",180,5,5444,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1849",250,4,5445,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1850",4800,4,5446,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1851",2700,4,5451,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1852",6000,4,5454,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1853",3000,4,5455,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1854",NA,4,5456,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1855",100,5,5464,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1856",350,4,5467,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1857",250,4,5469,1,NA,NA,NA,NA,6,5,5,1,110132.7,384142319
"1858",NA,4,5471,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1859",300,4,5474,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1860",100,4,5477,2,NA,NA,NA,NA,2,5,5,1,110132.7,384142319
"1861",NA,4,5478,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1862",6500,4,5479,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1863",NA,4,5481,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1864",NA,4,5488,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1865",260,4,5489,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1866",NA,4,5490,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1867",340,4,5491,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1868",170,4,5492,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1869",350,4,5493,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1870",NA,4,5494,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1871",NA,4,5496,1,5,2,5,NA,NA,NA,3,2,110132.7,384142319
"1872",2100,4,5497,2,NA,NA,NA,1,0,2,5,1,110132.7,384142319
"1873",300,4,5499,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1874",300,4,5505,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1875",330,4,5508,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1876",300,4,5509,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1877",NA,4,5512,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1878",280,4,5516,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1879",230,4,5517,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1880",100,4,5521,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1881",320,4,5525,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1882",NA,4,5528,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1883",230,4,5529,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1884",NA,4,5530,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1885",NA,4,5531,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1886",200,4,5532,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1887",230,5,5533,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1888",280,4,5535,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1889",350,4,5536,2,NA,NA,NA,NA,0,4,5,2,110132.7,384142319
"1890",450,4,5538,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1891",300,4,5539,1,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1892",400,4,5540,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1893",330,4,5541,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1894",450,4,5542,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1895",NA,4,5550,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1896",NA,4,5551,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1897",NA,4,5552,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1898",320,4,5553,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1899",230,4,5557,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1900",NA,4,5558,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1901",230,4,5559,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1902",230,4,5562,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1903",230,4,5563,1,NA,NA,NA,1,8,1,5,4,110132.7,384142319
"1904",290,4,5564,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1905",250,4,5565,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1906",340,4,5570,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1907",370,4,5573,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1908",355,4,5578,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1909",250,4,5579,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1910",290,4,5583,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1911",350,4,5585,1,NA,NA,NA,NA,5,5,5,2,110132.7,384142319
"1912",NA,5,5586,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1913",300,4,5587,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1914",2800,4,5594,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1915",4000,4,5595,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1916",3300,4,5596,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"1917",3600,4,5599,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1918",3600,4,5615,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1919",5500,4,5619,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1920",3000,4,5620,1,NA,NA,NA,2,5,1,5,1,110132.7,384142319
"1921",3000,4,5622,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1922",NA,NA,5623,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1923",2400,4,5624,2,NA,NA,NA,2,2,2,5,2,110132.7,384142319
"1924",NA,NA,5628,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1925",NA,NA,5629,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1926",3300,4,5630,1,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"1927",4000,4,5636,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1928",4000,4,5637,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1929",4000,4,5643,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"1930",2500,4,5648,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1931",200,4,5653,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1932",260,4,5654,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"1933",700,4,5656,1,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"1934",260,4,5657,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"1935",350,4,5658,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1936",6900,4,5660,4,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1937",NA,4,5663,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1938",150,4,5664,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1939",9000,4,5665,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1940",500,4,5670,2,NA,NA,NA,NA,5,4,5,1,110132.7,384142319
"1941",NA,4,5671,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1942",250,4,5674,1,NA,NA,NA,NA,8,4,5,2,110132.7,384142319
"1943",NA,NA,5678,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1944",NA,4,5679,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1945",216,4,5680,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1946",270,4,5682,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1947",150,4,5685,2,NA,NA,NA,2,5,3,5,1,110132.7,384142319
"1948",4700,4,5686,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1949",3700,4,5687,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1950",3000,4,5690,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1951",250,5,5695,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1952",200,4,5696,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1953",3500,4,5697,1,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1954",250,4,5699,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1955",4300,5,5700,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1956",200,4,5703,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"1957",300,4,5706,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1958",2000,5,5710,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1959",200,4,5718,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1960",250,4,5719,2,NA,NA,NA,1,3,1,5,3,110132.7,384142319
"1961",300,4,5723,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1962",4200,4,5724,1,NA,NA,NA,NA,8,4,5,1,110132.7,384142319
"1963",146,4,5725,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1964",2000,4,5726,1,NA,NA,NA,2,0,1,5,6,110132.7,384142319
"1965",3200,5,5727,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1966",4300,4,5728,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"1967",350,5,5732,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1968",3100,4,5736,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1969",2500,5,5739,1,NA,NA,NA,2,1,1,5,2,110132.7,384142319
"1970",2500,4,5740,1,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"1971",5000,4,5741,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1972",NA,4,5743,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1973",280,4,5745,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1974",300,4,5749,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1975",NA,4,5756,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1976",290,4,5770,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1977",300,4,5775,1,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1978",300,4,5777,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1979",200,4,5778,2,NA,NA,NA,2,6,2,5,1,110132.7,384142319
"1980",NA,4,5783,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1981",350,4,5786,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1982",320,4,5792,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1983",4000,4,5796,4,NA,NA,NA,1,6,1,5,4,110132.7,384142319
"1984",260,4,5807,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1985",3550,4,5817,1,NA,NA,NA,1,4,1,5,6,110132.7,384142319
"1986",6500,4,5818,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1987",230,4,5823,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1988",NA,4,5827,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"1989",NA,4,5829,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1990",200,4,5832,1,NA,NA,NA,NA,4,5,5,3,110132.7,384142319
"1991",NA,4,5833,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"1992",NA,NA,5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1993",240,4,5841,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"1994",250,4,5845,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1995",220,4,5846,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1996",280,4,5848,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1997",NA,5,5855,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1998",230,4,5859,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1999",5500,4,5862,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2000",NA,4,5875,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"2001",216,4,5876,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2002",300,4,5877,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2003",190,4,5880,4,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2004",260,4,5881,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2005",375,5,5894,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2006",7000,5,5895,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2007",NA,4,5898,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2008",240,4,5899,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2009",200,4,5905,2,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"2010",220,4,5906,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2011",180,4,5918,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"2012",2400,4,5926,1,NA,NA,NA,2,0,2,5,2,110132.7,384142319
"2013",NA,4,5927,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2014",4000,4,5928,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2015",NA,5,5929,1,4,1,5,NA,NA,NA,4,4,110132.7,384142319
"2016",6000,4,5931,1,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"2017",NA,NA,5935,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2018",150,4,5938,2,6,1,5,2,2,2,5,1,110132.7,384142319
"2019",NA,NA,5940,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2020",4,4,5944,2,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"2021",NA,NA,5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2022",4200,4,5946,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2023",350,4,5948,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2024",NA,4,5951,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2025",4300,4,5952,1,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"2026",2600,4,5953,1,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"2027",3400,4,5959,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2028",500,5,5963,2,NA,NA,NA,2,3,1,5,5,110132.7,384142319
"2029",200,4,5968,1,NA,NA,NA,2,7,2,5,3,110132.7,384142319
"2030",500,4,5969,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2031",1000,4,5970,2,NA,NA,NA,NA,2,4,5,6,110132.7,384142319
"2032",250,4,5971,2,NA,NA,NA,1,4,1,5,5,110132.7,384142319
"2033",NA,4,5974,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"2034",240,4,5978,2,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"2035",4400,5,5979,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2036",200,5,5980,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2037",220,4,5981,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2038",NA,4,5982,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"2039",180,4,5987,1,NA,NA,NA,2,5,1,5,2,110132.7,384142319
"2040",280,4,5990,2,6,1,5,1,2,1,5,4,110132.7,384142319
"2041",300,4,5998,2,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"2042",NA,NA,5999,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2043",300,5,6001,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2044",NA,5,6002,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2045",NA,NA,6003,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2046",200,4,6005,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2047",3900,4,6014,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"2048",220,4,6024,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2049",200,4,6026,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2050",350,4,6027,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2051",NA,4,6029,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2052",NA,4,6030,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2053",NA,4,6032,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2054",4500,4,6042,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2055",1500,4,6043,1,NA,NA,NA,NA,4,5,5,2,110132.7,384142319
"2056",2300,4,6046,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2057",200,4,6048,1,NA,NA,NA,NA,0,5,5,2,110132.7,384142319
"2058",3000,4,6055,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2059",4300,4,6060,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"2060",350,5,6062,1,NA,NA,NA,NA,8,5,5,1,110132.7,384142319
"2061",NA,NA,6063,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2062",7151,5,6065,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2063",5400,5,6066,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2064",4000,4,6069,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2065",4600,4,6070,2,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"2066",260,4,6072,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2067",5500,4,6078,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2068",250,4,6080,2,NA,NA,NA,NA,2,5,5,3,110132.7,384142319
"2069",9000,4,6081,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2070",180,4,6083,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2071",3000,4,6087,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2072",4800,4,6093,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2073",5000,4,6096,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2074",NA,NA,6098,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2075",250,4,6099,4,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2076",4500,4,6101,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2077",NA,NA,6103,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2078",5000,4,6104,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2079",330,4,6106,2,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"2080",3500,4,6114,1,NA,NA,NA,NA,0,5,5,4,110132.7,384142319
"2081",650,4,6118,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2082",3800,4,6121,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2083",3500,4,6123,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2084",NA,4,6130,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2085",90,4,6131,1,NA,NA,NA,2,0,2,5,4,110132.7,384142319
"2086",3700,4,6132,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2087",NA,NA,6133,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
