"","y14b225","w14edu","sampid","y14g101","y14a034","y14a065","y14a080","y14b308","y14b156z","y14b161","w14type","y14f310","y14b22","y14g7"
"1383",280,4,3911,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1384",4300,4,3912,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1385",13500,5,3913,2,NA,NA,NA,2,1,1,5,3,110132.7,384142319
"1386",330,4,3916,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1387",300,4,3918,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1388",250,5,3920,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1389",350,4,3921,2,NA,NA,NA,NA,2,4,5,1,110132.7,384142319
"1390",4000,4,3934,1,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"1391",0.9,4,3935,2,NA,NA,NA,2,2,3,5,2,110132.7,384142319
"1392",4800,4,3936,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1393",NA,5,3938,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1394",4000,5,3940,1,NA,NA,NA,2,4,1,5,1,110132.7,384142319
"1395",140,4,3943,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1396",4800,4,3945,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1397",4400,4,3946,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1398",NA,4,3947,1,2,1,5,NA,NA,NA,4,1,110132.7,384142319
"1399",6000,4,3950,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1400",300,4,3951,1,NA,NA,NA,NA,0,5,5,1,110132.7,384142319
"1401",4500,4,3952,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1402",5500,4,3965,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1403",3600,4,3967,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1404",3600,4,3968,1,NA,NA,NA,2,0,2,5,1,110132.7,384142319
"1405",4,4,3971,2,NA,NA,NA,2,0,3,5,3,110132.7,384142319
"1406",6500,5,3975,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1407",NA,NA,3981,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1408",5000,5,3985,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1409",NA,4,3986,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1410",5000,4,3989,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1411",275,4,3994,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1412",NA,NA,3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1413",4000,4,4008,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1414",NA,NA,4019,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1415",280,4,4020,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1416",350,4,4021,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1417",1620,4,4026,2,NA,NA,NA,2,0,1,5,3,110132.7,384142319
"1418",350,4,4032,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1419",4000,4,4034,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1420",210,4,4038,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1421",4800,4,4040,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1422",4000,4,4041,2,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"1423",4000,4,4045,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1424",7800,4,4046,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1425",NA,4,4048,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1426",500,4,4049,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1427",4300,4,4050,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1428",4100,4,4051,1,NA,NA,NA,1,7,1,5,3,110132.7,384142319
"1429",300,4,4058,2,NA,NA,NA,1,2,1,5,5,110132.7,384142319
"1430",230,4,4059,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"1431",NA,4,4061,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1432",1.7,4,4062,2,NA,NA,NA,2,3,3,5,3,110132.7,384142319
"1433",1000,4,4066,2,NA,NA,NA,NA,6,4,5,2,110132.7,384142319
"1434",NA,NA,4069,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1435",3500,4,4071,2,NA,NA,NA,1,4,1,5,4,110132.7,384142319
"1436",7000,4,4076,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"1437",250,4,4078,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1438",5000,4,4082,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1439",400,4,4084,2,NA,NA,NA,1,5,1,5,4,110132.7,384142319
"1440",4000,5,4086,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1441",4500,4,4087,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1442",6000,4,4088,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1443",3400,4,4090,2,NA,NA,NA,1,3,1,5,5,110132.7,384142319
"1444",210,4,4094,4,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1445",NA,4,4095,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1446",NA,NA,4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1447",3200,5,4103,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1448",8000,4,4106,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1449",4500,4,4107,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1450",180,4,4112,1,NA,NA,NA,2,0,2,5,2,110132.7,384142319
"1451",270,4,4116,2,NA,NA,NA,2,5,1,5,2,110132.7,384142319
"1452",6500,4,4119,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1453",NA,NA,4121,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1454",300,4,4124,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1455",200,4,4126,1,NA,NA,NA,NA,0,4,5,3,110132.7,384142319
"1456",8000,4,4129,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1457",5500,5,4130,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1458",3800,4,4131,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1459",4400,4,4132,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1460",4000,4,4133,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1461",NA,4,4138,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1462",6000,4,4139,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1463",5500,4,4140,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1464",NA,4,4143,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1465",8000,5,4144,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1466",250,4,4147,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1467",3500,4,4151,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1468",5000,4,4152,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1469",9090908,4,4157,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1470",NA,5,4167,1,4,1,5,NA,NA,NA,4,2,110132.7,384142319
"1471",7000,5,4168,2,5,2,5,1,3,1,5,1,110132.7,384142319
"1472",300,4,4171,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1473",200,4,4174,1,NA,NA,NA,2,4,2,5,2,110132.7,384142319
"1474",300,4,4184,2,NA,NA,NA,2,6,1,5,2,110132.7,384142319
"1475",3500,4,4185,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1476",9500,4,4188,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1477",5000,4,4189,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1478",3200,4,4192,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1479",350,4,4193,1,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"1480",280,4,4195,1,NA,NA,NA,2,0,1,5,4,110132.7,384142319
"1481",380,4,4196,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1482",300,4,4201,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1483",250,4,4202,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1484",3200,4,4204,2,NA,NA,NA,2,4,2,5,2,110132.7,384142319
"1485",7000,4,4210,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1486",2400,4,4211,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1487",6500,4,4214,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1488",4300,5,4215,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1489",250,4,4217,1,NA,NA,NA,2,6,2,5,2,110132.7,384142319
"1490",NA,4,4220,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1491",5500,4,4226,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1492",NA,4,4230,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1493",260,5,4235,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1494",NA,4,4236,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"1495",280,4,4240,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1496",130,4,4241,2,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"1497",280,4,4244,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1498",350,4,4247,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1499",5000,5,4253,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1500",300,4,4255,1,NA,NA,NA,NA,0,5,5,3,110132.7,384142319
"1501",2700,4,4260,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"1502",5800,4,4261,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"1503",150,4,4271,4,NA,NA,NA,2,6,2,5,2,110132.7,384142319
"1504",4000,4,4274,1,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"1505",400,5,4279,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1506",NA,NA,4286,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1507",NA,NA,4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1508",330,4,4301,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1509",NA,NA,4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1510",5000,4,4308,2,NA,NA,NA,NA,5,5,5,4,110132.7,384142319
"1511",10000,5,4310,2,2,1,5,1,0,1,5,1,110132.7,384142319
"1512",100,4,4317,1,NA,NA,NA,NA,5,4,5,2,110132.7,384142319
"1513",6000,4,4333,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1514",3700,4,4337,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"1515",0.8,4,4342,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1516",130,4,4344,1,NA,NA,NA,NA,4,4,5,2,110132.7,384142319
"1517",5000,4,4347,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1518",NA,4,4348,2,1,2,5,NA,NA,NA,4,1,110132.7,384142319
"1519",300,4,4349,1,NA,NA,NA,2,6,2,5,2,110132.7,384142319
"1520",NA,NA,4350,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1521",NA,4,4351,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1522",7400,4,4352,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1523",NA,4,4353,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1524",4800,4,4354,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1525",7500,4,4355,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1526",NA,4,4356,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1527",NA,NA,4361,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1528",3600,4,4364,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1529",6000,4,4370,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"1530",291,4,4371,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1531",6000,4,4377,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1532",3700,4,4378,1,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"1533",350,4,4380,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1534",NA,4,4381,1,3,2,5,NA,NA,NA,4,2,110132.7,384142319
"1535",NA,4,4382,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1536",7320,5,4386,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1537",350,4,4388,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1538",6300,5,4390,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1539",250,4,4391,2,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"1540",12000,4,4392,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1541",430,4,4394,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1542",0.8,5,4395,1,NA,NA,NA,2,0,2,5,2,110132.7,384142319
"1543",300,4,4397,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1544",4500,4,4398,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1545",NA,5,4399,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1546",NA,4,4400,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1547",2800,4,4402,1,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1548",2400,4,4406,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1549",NA,4,4407,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1550",4500,4,4415,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"1551",NA,4,4420,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1552",NA,4,4421,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1553",4800,4,4422,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1554",250,4,4423,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1555",2800,4,4425,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1556",NA,NA,4432,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1557",2800,4,4447,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1558",NA,4,4451,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1559",3600,4,4452,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1560",3000,4,4453,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1561",7000,4,4455,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1562",250,5,4456,1,NA,NA,NA,2,2,2,5,2,110132.7,384142319
"1563",NA,5,4457,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1564",300,4,4458,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1565",50,4,4464,2,NA,NA,NA,NA,4,5,5,3,110132.7,384142319
"1566",6000,4,4465,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1567",4000,4,4466,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1568",7500,4,4469,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1569",7500,4,4470,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1570",NA,NA,4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1571",400,5,4481,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1572",NA,NA,4482,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1573",560,4,4485,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1574",230,4,4489,2,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"1575",350,4,4491,1,NA,NA,NA,2,8,3,5,2,110132.7,384142319
"1576",750,4,4492,2,NA,NA,NA,1,3,1,5,3,110132.7,384142319
"1577",9090908,5,4494,1,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"1578",3400,4,4495,2,NA,NA,NA,1,3,1,5,3,110132.7,384142319
"1579",8500,4,4496,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1580",0,4,4500,1,NA,NA,NA,NA,5,6,5,2,110132.7,384142319
"1581",NA,4,4502,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1582",9090908,4,4506,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1583",4300,4,4514,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"1584",6000,4,4524,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1585",2400,4,4528,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1586",6000,5,4531,2,NA,NA,NA,2,1,1,5,2,110132.7,384142319
"1587",15,4,4532,1,NA,NA,NA,2,4,3,5,4,110132.7,384142319
"1588",180,4,4535,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1589",11000,4,4537,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"1590",NA,4,4539,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"1591",210,4,4558,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1592",270,4,4559,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1593",240,4,4569,1,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"1594",310,4,4570,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1595",NA,4,4573,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1596",3000,4,4591,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"1597",2600,5,4596,1,NA,NA,NA,2,99,2,5,5,110132.7,384142319
"1598",0,4,4597,1,NA,NA,NA,NA,6,6,5,2,110132.7,384142319
"1599",300,5,4598,2,NA,NA,NA,2,1,1,5,3,110132.7,384142319
"1600",NA,4,4602,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1601",2300,4,4604,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"1602",4600,4,4606,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1603",NA,5,4626,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1604",NA,NA,4628,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1605",4300,4,4631,1,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"1606",250,4,4635,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1607",206,4,4636,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1608",300,4,4643,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1609",3000,4,4644,2,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"1610",4300,4,4651,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1611",3350,4,4654,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1612",4700,5,4655,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1613",NA,NA,4657,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1614",2500,4,4659,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1615",15,5,4665,1,NA,NA,NA,2,7,3,5,2,110132.7,384142319
"1616",300,4,4670,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1617",300,4,4671,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1618",NA,4,4674,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1619",140,4,4675,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1620",4180,4,4677,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1621",250,4,4678,1,4,2,5,1,0,1,5,6,110132.7,384142319
"1622",3500,4,4679,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1623",NA,NA,4680,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1624",200,4,4681,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1625",400,4,4686,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1626",3200,4,4688,1,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"1627",10000,4,4689,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1628",250,4,4691,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1629",280,4,4694,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"1630",NA,4,4695,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1631",7000,4,4696,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1632",NA,4,4698,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1633",235,5,4699,1,NA,NA,NA,2,2,2,5,2,110132.7,384142319
"1634",5000,4,4702,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"1635",6400,5,4710,2,NA,NA,NA,2,0,1,5,2,110132.7,384142319
"1636",NA,4,4716,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1637",NA,4,4718,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1638",185,4,4723,1,NA,NA,NA,2,0,1,5,2,110132.7,384142319
"1639",180,4,4727,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"1640",300,4,4737,1,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"1641",NA,4,4743,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1642",400,5,4744,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1643",NA,4,4745,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1644",350,4,4753,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"1645",4200,4,4755,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1646",4500,4,4760,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1647",110,4,4763,1,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"1648",4700,4,4764,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1649",230,4,4767,1,NA,NA,NA,1,5,1,5,4,110132.7,384142319
"1650",230,5,4769,4,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1651",220,4,4770,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1652",60,4,4771,2,NA,NA,NA,2,5,2,5,2,110132.7,384142319
"1653",NA,4,4782,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1654",3500,4,4783,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"1655",5000,5,4784,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"1656",6000,4,4786,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1657",NA,NA,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1658",NA,4,4791,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"1659",NA,NA,4794,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1660",5700,5,4795,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1661",200,4,4798,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"1662",300,4,4799,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1663",5187,4,4811,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"1664",400,4,4815,2,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"1665",340,4,4817,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1666",350,4,4819,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"1667",NA,4,4822,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"1668",450,4,4824,2,NA,NA,NA,2,1,1,5,5,110132.7,384142319
"1669",NA,NA,4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1670",4300,4,4828,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"1671",NA,NA,4829,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"1672",NA,4,4834,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"1673",4000,4,4838,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"1674",4500,4,4844,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
