"id","출생연도","성별","배우자월평균소득_400미만","아이양육자","직업군대분류","고용형태","최종학력","취업유무","조사연도","g115"
"5120",1980,0,0,0,0,1,1,1,2020,8
"5126",1981,0,1,0,0,1,0,1,2016,0
"5126",1981,0,1,0,0,1,0,1,2017,0
"5126",1981,0,1,0,0,1,0,1,2018,0
"5128",1983,1,0,0,-1,-1,0,0,2016,7
"5128",1983,1,0,0,0,1,0,1,2017,7
"5128",1983,1,0,0,0,1,0,1,2018,7
"5128",1983,1,1,0,-1,-1,0,0,2019,6
"5129",1981,0,1,0,1,2,0,1,2016,1
"5137",1984,1,0,0,0,1,0,1,2016,8
"5138",1982,1,1,0,2,1,1,1,2016,5
"5138",1982,1,1,1,2,1,1,1,2017,5
"5138",1982,1,1,0,2,1,1,1,2018,6
"5138",1982,1,1,1,2,1,1,1,2019,6
"5140",1978,1,1,0,-1,-1,1,0,2016,0
"5140",1978,1,0,0,2,2,1,1,2017,7
"5140",1978,1,0,0,2,2,1,1,2018,8
"5140",1978,1,0,0,2,2,1,1,2019,7
"5140",1978,1,0,0,2,2,1,1,2020,7
"5150",1984,1,1,1,2,1,0,1,2016,5
"5150",1984,1,1,1,2,1,0,1,2017,6
"5150",1984,1,1,1,2,1,0,1,2018,6
"5180",1988,1,0,0,-1,-1,0,0,2016,8
"5180",1988,1,0,0,-1,-1,0,0,2017,8
"5180",1988,1,0,0,-1,-1,0,0,2018,8
"5180",1988,1,1,1,-1,-1,0,0,2019,0
"5180",1988,1,1,1,-1,-1,0,0,2020,0
"5181",1979,0,1,0,0,2,0,1,2016,0
"5181",1979,0,1,0,0,1,0,1,2017,0
"5181",1979,0,1,0,0,1,0,1,2020,0
"5214",1978,0,1,0,0,1,0,1,2016,0
"5214",1978,0,1,1,0,1,0,1,2017,3
"5214",1978,0,1,1,0,1,0,1,2018,4
"5227",1979,0,1,0,2,1,0,1,2016,0
"5227",1979,0,1,0,2,1,0,1,2017,0
"5227",1979,0,1,0,2,1,0,1,2018,0
"5227",1979,0,1,0,2,1,0,1,2019,0
"5230",1983,1,1,0,-1,-1,0,0,2016,6
"5230",1983,1,1,0,-1,-1,0,0,2017,6
"5230",1983,1,0,0,-1,-1,0,0,2018,7
"5230",1983,1,0,0,-1,-1,0,0,2019,8
"5266",1980,0,1,0,2,1,0,1,2016,0
"5266",1980,0,1,0,2,1,0,1,2017,0
"5266",1980,0,1,0,2,1,0,1,2018,0
"5308",1986,0,1,0,0,1,0,1,2016,0
"5312",1983,0,1,0,1,1,0,1,2016,0
"5312",1983,0,1,0,1,1,0,1,2017,0
"5312",1983,0,1,0,1,1,0,1,2018,0
"5312",1983,0,1,0,1,1,0,1,2019,0
"5312",1983,0,1,0,1,1,0,1,2020,0
"5367",1984,1,1,0,2,1,0,1,2016,5
"5367",1984,1,1,1,2,1,0,1,2017,6
"5367",1984,1,0,0,2,1,0,1,2018,7
"5367",1984,1,1,1,2,1,0,1,2020,6
"5410",1985,0,1,1,0,1,0,1,2016,4
"5410",1985,0,1,0,0,1,0,1,2017,5
"5410",1985,0,1,0,0,1,0,1,2018,0
"5410",1985,0,1,0,0,1,0,1,2019,0
"5410",1985,0,1,0,0,1,0,1,2020,0
"5438",1985,1,1,0,-1,-1,0,0,2016,6
"5438",1985,1,1,0,-1,-1,0,0,2017,0
"5438",1985,1,1,0,-1,-1,0,0,2018,6
"5438",1985,1,1,0,-1,-1,0,0,2019,0
"5438",1985,1,1,0,-1,-1,0,0,2020,6
"5454",1982,1,1,0,-1,-1,0,0,2016,6
"5454",1982,1,1,0,-1,-1,0,0,2017,6
"5454",1982,1,0,0,0,1,0,1,2018,8
"5454",1982,1,0,0,0,1,0,1,2019,8
"5455",1981,0,1,0,0,1,0,1,2016,0
"5455",1981,0,1,0,0,1,0,1,2017,0
"5477",1980,1,1,0,-1,-1,0,0,2016,5
"5477",1980,1,1,0,-1,-1,0,0,2017,6
"5477",1980,1,1,0,-1,-1,0,0,2018,6
"5477",1980,1,0,0,-1,-1,0,0,2019,7
"5478",1983,1,1,0,-1,-1,0,0,2016,5
"5478",1983,1,1,0,-1,-1,0,0,2017,6
"5478",1983,1,1,0,-1,-1,0,0,2018,6
"5478",1983,1,0,0,-1,-1,0,0,2019,7
"5478",1983,1,0,0,-1,-1,0,0,2020,7
"5531",1986,1,1,0,-1,-1,0,0,2016,5
"5531",1986,1,1,0,-1,-1,0,0,2017,5
"5531",1986,1,1,0,-1,-1,0,0,2018,5
"5540",1983,0,1,1,2,1,0,1,2016,0
"5540",1983,0,1,1,2,1,0,1,2017,0
"5540",1983,0,1,1,2,1,0,1,2018,0
"5540",1983,0,1,1,2,1,0,1,2019,0
"5540",1983,0,1,1,2,1,0,1,2020,0
"5551",1990,1,1,0,-1,-1,0,0,2016,0
"5551",1990,1,1,0,-1,-1,0,0,2017,6
"5551",1990,1,1,0,-1,-1,0,0,2018,6
"5551",1990,1,1,0,2,1,0,1,2019,0
"5551",1990,1,0,0,-1,-1,0,0,2020,7
"5573",1980,0,1,0,0,1,0,1,2016,0
"5573",1980,0,1,0,0,1,0,1,2017,0
"5573",1980,0,1,0,0,1,0,1,2018,0
"5619",1982,0,1,0,0,1,0,1,2016,0
"5619",1982,0,1,0,0,1,0,1,2017,0
"5619",1982,0,1,0,0,1,0,1,2018,0
"5619",1982,0,1,0,0,1,0,1,2020,0
"5678",1978,0,1,0,2,1,0,1,2016,2
"5678",1978,0,1,1,2,1,0,1,2017,3
"5678",1978,0,1,1,2,1,0,1,2018,3
"5678",1978,0,1,0,2,1,0,1,2019,3
"5679",1978,1,1,0,2,1,0,1,2016,4
"5679",1978,1,1,1,2,1,0,1,2017,5
"5679",1978,1,1,1,2,1,0,1,2018,4
"5679",1978,1,1,0,2,1,0,1,2019,4
"5679",1978,1,1,0,-1,-1,0,0,2020,4
"5682",1982,0,1,0,2,1,0,1,2016,0
"5682",1982,0,1,0,2,1,0,1,2017,0
"5682",1982,0,1,0,2,1,0,1,2018,0
"5682",1982,0,1,0,2,1,0,1,2019,0
"5682",1982,0,1,0,2,1,0,1,2020,0
"5710",1981,0,1,0,2,1,1,1,2016,4
"5719",1981,1,0,1,2,1,0,1,2016,7
"5719",1981,1,0,1,2,1,0,1,2017,8
"5719",1981,1,0,1,2,1,0,1,2018,8
"5719",1981,1,0,1,2,1,0,1,2019,8
"5719",1981,1,0,1,2,1,0,1,2020,8
"5723",1985,1,0,1,0,1,0,1,2016,8
"5723",1985,1,1,0,0,1,0,1,2017,6
"5723",1985,1,1,0,0,1,0,1,2018,6
"5723",1985,1,1,0,0,1,0,1,2019,6
"5723",1985,1,1,0,0,1,0,1,2020,5
"5732",1979,0,1,0,2,1,1,1,2016,0
"5732",1979,0,1,0,2,1,1,1,2017,0
"5732",1979,0,1,0,2,1,1,1,2019,0
"5743",1985,1,1,0,-1,-1,0,0,2016,6
"5743",1985,1,1,0,-1,-1,0,0,2017,0
"5786",1980,1,1,0,2,1,0,1,2016,6
"5786",1980,1,1,0,2,1,0,1,2017,6
"5786",1980,1,1,0,2,1,0,1,2018,6
"5786",1980,1,0,0,2,1,0,1,2020,7
"5796",1985,0,1,0,2,1,0,1,2016,0
"5895",1983,0,1,0,1,1,1,1,2016,0
"5895",1983,0,1,0,1,1,1,1,2017,0
"5895",1983,0,1,0,1,1,1,1,2018,0
"5905",1980,0,1,0,1,1,0,1,2016,0
"5905",1980,0,1,0,1,1,0,1,2017,0
"5945",1985,1,0,1,2,1,0,1,2016,8
"5945",1985,1,0,0,-1,-1,0,0,2017,8
"5948",1988,0,1,0,0,1,0,1,2016,4
"5948",1988,0,1,0,0,1,0,1,2017,2
"5948",1988,0,1,0,0,1,0,1,2018,0
"5948",1988,0,1,0,0,1,0,1,2019,0
"5969",1984,1,1,0,-1,-1,0,0,2016,4
"5969",1984,1,1,0,-1,-1,0,0,2017,6
"5969",1984,1,1,1,0,1,0,1,2018,4
"5969",1984,1,1,0,0,1,0,1,2019,6
"5969",1984,1,0,1,0,1,0,1,2020,7
"5978",1985,0,1,1,0,1,0,1,2016,0
"5978",1985,0,1,0,0,1,0,1,2017,0
"5978",1985,0,1,0,2,1,0,1,2018,0
"5978",1985,0,1,0,2,1,0,1,2019,5
"5978",1985,0,1,0,2,1,0,1,2020,5
"5979",1980,1,1,0,2,2,1,1,2016,4
"5979",1980,1,1,0,2,1,1,1,2017,4
"5979",1980,1,1,0,2,1,1,1,2018,4
"5979",1980,1,1,0,2,1,1,1,2020,4
"5980",1978,1,1,0,0,1,1,1,2016,3
"5980",1978,1,1,1,0,1,1,1,2017,3
"5980",1978,1,1,1,1,1,1,1,2018,4
"5980",1978,1,1,1,1,1,1,1,2019,3
"5980",1978,1,1,1,1,1,1,1,2020,3
"5999",1987,1,1,0,1,1,0,1,2016,0
"5999",1987,1,1,0,1,1,0,1,2017,5
"5999",1987,1,1,0,1,1,0,1,2018,5
"5999",1987,1,1,0,1,1,0,1,2019,6
"6002",1988,1,0,1,2,2,1,1,2016,8
"6002",1988,1,0,1,2,2,1,1,2017,8
"6002",1988,1,0,0,-1,-1,1,0,2018,8
"6002",1988,1,1,0,-1,-1,1,0,2019,0
"6002",1988,1,0,0,-1,-1,1,0,2020,8
"6042",1978,1,1,0,2,1,0,1,2016,6
"6069",1978,0,1,1,0,1,0,1,2016,4
"6069",1978,0,1,0,0,1,0,1,2017,4
"6069",1978,0,1,0,0,1,0,1,2018,5
"6069",1978,0,1,0,0,1,0,1,2019,5
"6069",1978,0,1,1,0,1,0,1,2020,6
"6087",1989,1,1,1,2,1,0,1,2016,5
"6087",1989,1,1,1,2,1,0,1,2017,5
"6087",1989,1,1,1,2,1,0,1,2018,5
"6087",1989,1,1,0,2,1,0,1,2019,5
"6087",1989,1,1,1,2,1,0,1,2020,5
"6093",1983,0,1,0,0,1,0,1,2016,0
"6093",1983,0,1,0,0,1,0,1,2017,0
"6093",1983,0,1,0,0,1,0,1,2018,0
"6093",1983,0,1,0,0,1,0,1,2019,0
"6093",1983,0,1,0,0,1,0,1,2020,0
"6104",1981,0,1,0,2,1,0,1,2016,0
"6104",1981,0,1,0,2,1,0,1,2017,1
"6104",1981,0,1,0,2,1,0,1,2018,0
"6104",1981,0,1,1,2,1,0,1,2019,0
"6104",1981,0,1,0,2,1,0,1,2020,0
"6118",1981,0,1,1,0,1,0,1,2016,0
"6118",1981,0,1,1,0,1,0,1,2017,0
"6118",1981,0,1,0,0,1,0,1,2018,0
"6118",1981,0,1,0,0,1,0,1,2019,4
"6118",1981,0,1,0,0,1,0,1,2020,0
"6150",1981,1,1,1,0,1,0,1,2016,5
"6150",1981,1,1,1,-1,-1,0,0,2017,5
"6150",1981,1,1,0,-1,-1,0,0,2018,5
"6150",1981,1,1,0,0,1,0,1,2019,4
"6150",1981,1,1,0,0,1,0,1,2020,6
"6154",1979,1,0,0,-1,-1,0,0,2019,8
"6154",1979,1,1,0,-1,-1,0,0,2020,6
"6155",1984,0,1,0,1,1,0,1,2016,0
"6161",1988,1,1,1,1,1,0,1,2016,5
"6161",1988,1,1,0,1,1,0,1,2017,6
"6161",1988,1,1,0,1,1,0,1,2018,6
"6161",1988,1,1,1,1,1,0,1,2019,6
"6161",1988,1,0,1,1,1,0,1,2020,7
"6165",1983,0,1,0,0,1,0,1,2016,6
"6165",1983,0,1,1,0,1,0,1,2017,6
"6165",1983,0,0,1,0,1,0,1,2018,7
"6165",1983,0,0,1,0,1,0,1,2019,7
"6168",1986,1,1,0,2,1,0,1,2016,5
"6168",1986,1,0,1,2,2,0,1,2018,7
"6168",1986,1,1,0,2,1,0,1,2019,6
"6168",1986,1,1,0,2,1,0,1,2020,6
"6176",1984,1,1,1,-1,-1,0,0,2016,5
"6176",1984,1,1,0,-1,-1,0,0,2017,6
"6176",1984,1,1,0,-1,-1,0,0,2018,6
"6227",1986,1,1,0,-1,-1,0,0,2016,4
"6227",1986,1,1,0,-1,-1,0,0,2017,4
"6227",1986,1,1,0,-1,-1,0,0,2018,4
"6227",1986,1,1,0,-1,-1,0,0,2019,0
"6227",1986,1,1,1,2,2,0,1,2020,5
"6235",1982,0,1,0,2,1,0,1,2016,0
"6235",1982,0,1,0,2,1,0,1,2017,5
"6235",1982,0,1,0,2,1,0,1,2018,6
"6235",1982,0,1,0,2,1,0,1,2019,5
"6235",1982,0,1,0,2,1,0,1,2020,5
"6248",1983,0,1,0,0,1,0,1,2016,0
"6248",1983,0,1,0,0,1,0,1,2017,3
"6248",1983,0,1,0,0,1,0,1,2018,2
"6248",1983,0,1,0,0,1,0,1,2019,3
"6248",1983,0,1,0,0,1,0,1,2020,0
"6252",1984,0,1,0,0,1,0,1,2016,5
"6256",1988,1,1,0,-1,-1,0,0,2016,0
"6256",1988,1,1,0,-1,-1,0,0,2017,6
"6256",1988,1,1,0,0,1,0,1,2018,6
"6256",1988,1,1,0,0,1,0,1,2019,6
"6257",1981,0,1,0,1,1,0,1,2016,0
"6257",1981,0,1,0,1,1,0,1,2017,0
"6257",1981,0,1,0,1,1,0,1,2018,0
"6257",1981,0,1,0,1,1,0,1,2019,0
"6257",1981,0,1,1,1,1,0,1,2020,4
"6265",1981,1,1,0,-1,-1,0,0,2016,5
"6265",1981,1,1,0,2,2,0,1,2017,6
"6265",1981,1,1,0,-1,-1,0,0,2018,6
"6265",1981,1,1,0,2,2,0,1,2019,5
"6265",1981,1,1,0,2,2,0,1,2020,6
"6276",1990,1,0,0,-1,-1,0,0,2016,7
"6276",1990,1,1,1,1,1,0,1,2017,6
"6276",1990,1,1,0,1,1,0,1,2018,6
"6276",1990,1,0,0,1,1,0,1,2019,7
"6276",1990,1,1,0,1,1,0,1,2020,6
"6279",1980,0,1,0,2,1,0,1,2016,0
"6279",1980,0,1,0,2,1,0,1,2017,0
"6279",1980,0,1,0,2,1,0,1,2018,0
"6279",1980,0,1,0,0,1,0,1,2019,0
"6301",1983,1,1,0,2,1,1,1,2016,3
"6301",1983,1,1,0,-1,-1,1,0,2017,6
"6301",1983,1,1,0,2,2,1,1,2019,3
"6301",1983,1,1,0,2,1,1,1,2020,4
"6313",1983,1,1,0,-1,-1,0,0,2016,5
"6313",1983,1,0,0,-1,-1,0,0,2017,7
"6313",1983,1,0,0,-1,-1,0,0,2018,7
"6313",1983,1,1,0,-1,-1,0,0,2019,6
"6313",1983,1,0,0,-1,-1,0,0,2020,8
"6320",1986,1,1,0,-1,-1,0,0,2016,4
"6320",1986,1,1,0,0,1,0,1,2017,6
"6320",1986,1,1,0,0,1,0,1,2018,6
"6320",1986,1,1,0,0,1,0,1,2019,0
"6333",1987,0,1,0,-1,-1,0,0,2020,0
"6342",1979,1,0,0,-1,-1,0,0,2016,8
"6342",1979,1,0,0,-1,-1,0,0,2017,7
"6342",1979,1,0,0,-1,-1,0,0,2018,8
"6437",1982,0,1,0,0,1,0,1,2016,0
"6463",1985,0,1,0,1,1,0,1,2016,0
"6463",1985,0,1,0,1,1,0,1,2017,0
"6463",1985,0,1,0,1,1,0,1,2018,0
"6463",1985,0,1,0,1,1,0,1,2019,0
"6463",1985,0,1,1,1,1,0,1,2020,4
"6467",1980,0,1,0,0,1,0,1,2016,0
"6467",1980,0,1,0,0,1,0,1,2017,0
"6467",1980,0,1,0,0,1,0,1,2018,0
"6467",1980,0,1,0,0,1,0,1,2020,0
"6496",1989,0,1,1,2,1,0,1,2016,0
"6496",1989,0,1,1,2,1,0,1,2017,0
"6496",1989,0,1,0,2,1,0,1,2018,0
"6496",1989,0,1,0,2,1,0,1,2019,0
"6496",1989,0,1,0,2,1,0,1,2020,0
"6536",1981,1,0,0,-1,-1,0,0,2016,8
"6536",1981,1,0,0,-1,-1,0,0,2017,8
"6536",1981,1,0,0,-1,-1,0,0,2018,7
"6536",1981,1,0,0,-1,-1,0,0,2019,8
"6566",1979,0,1,0,0,1,0,1,2016,0
"6574",1978,1,0,1,0,1,0,1,2016,7
"6581",1984,0,1,0,2,1,0,1,2016,0
"6581",1984,0,1,0,2,1,0,1,2017,0
"6581",1984,0,1,0,2,1,0,1,2018,0
"6581",1984,0,1,0,2,1,0,1,2019,2
"6581",1984,0,1,0,2,1,0,1,2020,3
"6591",1983,1,0,0,-1,-1,1,0,2016,7
"6591",1983,1,0,0,-1,-1,1,0,2017,7
"6591",1983,1,1,0,-1,-1,1,0,2018,0
"6591",1983,1,1,0,-1,-1,1,0,2019,0
"6591",1983,1,0,0,-1,-1,1,0,2020,8
"6596",1980,1,1,0,-1,-1,0,0,2016,6
"6596",1980,1,1,0,-1,-1,0,0,2017,6
"6596",1980,1,1,0,-1,-1,0,0,2018,6
"6596",1980,1,1,0,-1,-1,0,0,2020,5
"6609",1985,1,1,0,-1,-1,1,0,2016,0
"6609",1985,1,1,0,-1,-1,1,0,2017,4
"6609",1985,1,1,0,-1,-1,1,0,2018,4
"6609",1985,1,1,0,2,2,1,1,2019,6
"6609",1985,1,1,0,-1,-1,1,0,2020,5
"6615",1982,1,0,0,0,1,0,1,2016,7
"6615",1982,1,0,0,0,1,0,1,2017,8
"6615",1982,1,0,0,0,1,0,1,2018,7
"6615",1982,1,0,0,-1,-1,0,0,2019,7
"6619",1982,0,1,0,2,1,0,1,2016,0
"6619",1982,0,1,0,2,1,0,1,2017,0
"6619",1982,0,1,0,2,1,0,1,2018,0
"6619",1982,0,1,0,2,1,0,1,2019,0
"6619",1982,0,1,0,2,1,0,1,2020,0
"6630",1984,0,1,0,2,1,0,1,2016,2
"6630",1984,0,1,1,2,1,0,1,2018,5
"6630",1984,0,1,1,2,1,0,1,2019,4
"6630",1984,0,1,0,2,1,0,1,2020,0
"6646",1980,0,1,0,2,1,0,1,2016,0
"6646",1980,0,1,0,2,1,0,1,2017,0
"6646",1980,0,1,0,2,1,0,1,2018,0
"6646",1980,0,1,0,2,1,0,1,2019,0
"6646",1980,0,1,0,2,1,0,1,2020,0
"6654",1979,0,1,0,0,1,0,1,2016,0
"6681",1984,1,1,0,0,1,0,1,2016,4
"6681",1984,1,1,0,0,1,0,1,2017,6
"6681",1984,1,1,0,0,1,0,1,2018,5
"6681",1984,1,1,0,0,1,0,1,2019,6
"6681",1984,1,1,0,0,1,0,1,2020,6
"6713",1981,0,1,0,0,1,0,1,2016,0
"6731",1983,1,1,0,2,1,1,1,2016,4
"6731",1983,1,1,0,2,1,1,1,2017,5
"6731",1983,1,1,0,2,1,1,1,2018,5
"6757",1983,0,1,0,2,1,1,1,2016,3
"6757",1983,0,1,0,2,1,1,1,2017,0
"6757",1983,0,1,0,2,1,1,1,2018,6
"6757",1983,0,1,0,2,1,1,1,2019,6
"6757",1983,0,0,0,2,1,1,1,2020,7
"6764",1982,0,1,0,1,1,0,1,2016,0
"6764",1982,0,1,0,1,1,0,1,2017,6
"6764",1982,0,1,1,1,1,0,1,2018,3
"6764",1982,0,1,0,1,1,0,1,2020,0
"6773",1982,0,1,0,0,1,0,1,2016,0
"6773",1982,0,1,0,0,1,0,1,2017,0
"6773",1982,0,1,0,0,1,0,1,2018,0
"6773",1982,0,1,0,0,1,0,1,2019,0
"6789",1979,1,1,0,-1,-1,0,0,2016,6
"6789",1979,1,1,0,0,2,0,1,2017,6
"6793",1982,1,1,0,2,1,0,1,2016,6
"6793",1982,1,1,0,2,1,0,1,2017,6
"6793",1982,1,1,0,0,1,0,1,2018,6
"6794",1978,1,0,0,0,1,0,1,2016,8
"6794",1978,1,0,0,0,1,0,1,2018,8
"6804",1978,0,1,0,1,1,0,1,2016,6
"6804",1978,0,1,0,1,1,0,1,2020,0
"6827",1978,0,1,0,0,1,0,1,2016,4
"6827",1978,0,0,0,0,1,0,1,2017,7
"6827",1978,0,0,0,0,1,0,1,2018,7
"6827",1978,0,0,0,0,1,0,1,2019,7
"6838",1979,0,1,0,2,1,0,1,2016,0
"6838",1979,0,1,0,1,1,0,1,2017,3
"6838",1979,0,1,0,1,1,0,1,2018,3
"6838",1979,0,1,0,1,1,0,1,2019,3
"6838",1979,0,1,0,1,1,0,1,2020,3
"6875",1983,0,1,0,0,1,0,1,2016,0
"6877",1979,0,1,0,0,1,0,1,2016,0
"6877",1979,0,1,0,0,1,0,1,2017,0
"6877",1979,0,1,0,0,1,0,1,2018,0
"6903",1980,0,1,0,0,1,0,1,2016,5
"6910",1988,0,1,0,2,1,0,1,2016,0
"6910",1988,0,1,0,2,1,0,1,2017,0
"6910",1988,0,1,0,2,1,0,1,2018,0
"6910",1988,0,1,0,2,1,0,1,2019,0
"6910",1988,0,1,0,2,1,0,1,2020,0
"6954",1980,0,1,1,2,1,0,1,2016,0
"6954",1980,0,1,0,2,1,0,1,2017,0
"6954",1980,0,1,0,2,1,0,1,2018,0
"6954",1980,0,1,0,2,1,0,1,2019,0
"6959",1982,0,1,0,1,1,0,1,2016,0
"7027",1982,1,0,0,-1,-1,0,0,2016,7
"7027",1982,1,1,0,-1,-1,0,0,2017,0
"7027",1982,1,0,0,-1,-1,0,0,2018,7
"7027",1982,1,1,0,2,1,0,1,2019,6
"7037",1982,1,1,1,1,1,0,1,2016,5
"7037",1982,1,1,1,1,1,0,1,2017,5
"7037",1982,1,1,0,1,1,0,1,2019,6
"7041",1982,0,1,0,1,1,0,1,2016,0
"7041",1982,0,1,1,1,1,0,1,2017,3
"7041",1982,0,1,1,1,1,0,1,2018,4
"7042",1983,1,0,0,-1,-1,0,0,2016,7
"7042",1983,1,1,0,-1,-1,0,0,2019,0
"7042",1983,1,1,0,-1,-1,0,0,2020,0
"7069",1987,1,1,0,2,1,1,1,2016,0
"7069",1987,1,0,1,2,1,1,1,2017,7
"7069",1987,1,1,1,2,1,1,1,2018,6
"7069",1987,1,0,1,2,1,1,1,2019,7
"7069",1987,1,0,1,2,1,1,1,2020,7
"7074",1985,1,1,0,2,2,0,1,2016,0
"7074",1985,1,1,0,2,1,0,1,2017,5
"7074",1985,1,1,0,2,2,0,1,2018,5
"7074",1985,1,1,0,2,2,0,1,2019,5
"7074",1985,1,1,0,2,2,0,1,2020,4
"7088",1980,0,1,1,1,1,1,1,2016,6
"7088",1980,0,1,1,1,1,1,1,2017,5
"7088",1980,0,1,1,1,1,1,1,2018,5
"7088",1980,0,1,1,1,1,1,1,2019,6
"7088",1980,0,1,1,1,1,1,1,2020,6
"7102",1982,0,1,0,1,1,0,1,2016,0
"7102",1982,0,1,0,1,1,0,1,2017,0
"7102",1982,0,1,0,1,1,0,1,2018,0
"7102",1982,0,1,0,1,1,0,1,2019,0
"7102",1982,0,1,0,1,1,0,1,2020,1
"7117",1983,0,1,0,0,1,0,1,2016,0
"7117",1983,0,1,0,0,1,0,1,2017,0
"7117",1983,0,1,0,0,1,0,1,2018,0
"7117",1983,0,1,0,0,1,0,1,2019,0
"7117",1983,0,1,0,0,1,0,1,2020,0
"7150",1981,0,1,0,0,1,0,1,2016,0
"7150",1981,0,1,0,0,1,0,1,2017,0
"7150",1981,0,1,0,0,1,0,1,2018,0
"7151",1980,0,1,0,2,1,0,1,2016,0
"7151",1980,0,1,0,2,1,0,1,2017,0
"7151",1980,0,1,1,2,1,0,1,2018,0
"7151",1980,0,1,0,2,1,0,1,2019,3
"7155",1985,0,1,0,0,1,0,1,2016,0
"7155",1985,0,1,0,0,1,0,1,2017,6
"7155",1985,0,1,0,0,1,0,1,2018,5
"7155",1985,0,1,0,0,1,0,1,2019,4
"7155",1985,0,1,0,0,1,0,1,2020,5
"7166",1982,1,0,0,2,1,0,1,2016,7
"7166",1982,1,0,0,2,2,0,1,2017,8
"7166",1982,1,0,0,2,2,0,1,2018,8
"7172",1980,0,1,0,1,1,0,1,2016,0
"7172",1980,0,1,0,1,1,0,1,2017,0
"7172",1980,0,1,0,1,1,0,1,2018,0
"7172",1980,0,1,0,0,1,0,1,2019,0
"7183",1980,0,1,0,1,1,1,1,2016,0
"7183",1980,0,1,0,1,1,1,1,2017,0
"7183",1980,0,1,0,1,1,1,1,2018,0
"7183",1980,0,1,0,1,1,1,1,2019,0
"7183",1980,0,1,0,1,1,1,1,2020,0
"7192",1980,1,0,0,0,1,0,1,2016,7
"7201",1986,1,0,0,-1,-1,0,0,2016,8
"7201",1986,1,1,0,-1,-1,0,0,2017,0
"7201",1986,1,1,0,-1,-1,0,0,2018,6
"7201",1986,1,1,0,-1,-1,0,0,2020,6
"7232",1980,0,1,0,2,1,0,1,2016,0
"7232",1980,0,1,0,2,1,0,1,2017,0
"7232",1980,0,1,0,2,1,0,1,2018,0
"7236",1979,1,1,0,2,1,0,1,2016,5
"7236",1979,1,0,0,0,1,0,1,2017,8
"7257",1985,1,1,1,1,1,0,1,2016,5
"7257",1985,1,1,0,1,1,0,1,2017,5
"7257",1985,1,1,1,1,1,0,1,2018,6
"7257",1985,1,1,0,-1,-1,0,0,2019,6
"7257",1985,1,1,1,0,1,0,1,2020,6
"7268",1983,1,0,0,-1,-1,0,0,2016,7
"7268",1983,1,0,0,-1,-1,0,0,2017,7
"7268",1983,1,1,0,-1,-1,0,0,2018,6
"7273",1983,1,1,0,-1,-1,0,0,2016,4
"7273",1983,1,1,0,-1,-1,0,0,2017,0
"7273",1983,1,0,0,-1,-1,0,0,2018,7
"7273",1983,1,1,0,-1,-1,0,0,2019,6
"7273",1983,1,1,0,-1,-1,0,0,2020,0
"7282",1983,0,1,0,0,1,0,1,2016,0
"7282",1983,0,1,0,0,1,0,1,2017,0
"7282",1983,0,1,0,0,1,0,1,2018,0
"7282",1983,0,1,0,0,1,0,1,2020,0
"7284",1980,0,0,1,0,1,0,1,2016,7
"7284",1980,0,0,1,0,1,0,1,2017,8
"7284",1980,0,0,0,0,1,0,1,2018,7
"7307",1981,0,1,1,1,2,0,1,2016,0
"7307",1981,0,1,0,1,1,0,1,2017,0
"7307",1981,0,1,0,1,1,0,1,2018,0
"7307",1981,0,1,0,1,1,0,1,2020,0
"7324",1983,0,0,0,0,1,0,1,2016,7
"7324",1983,0,1,0,0,1,0,1,2017,6
"7324",1983,0,1,0,0,1,0,1,2018,0
"7324",1983,0,0,0,0,1,0,1,2019,7
"7324",1983,0,0,1,0,1,0,1,2020,7
"7332",1978,1,1,0,2,1,0,1,2016,6
"7332",1978,1,1,1,2,1,0,1,2017,6
"7345",1982,1,1,1,2,1,0,1,2016,6
"7345",1982,1,1,0,2,2,0,1,2017,6
"7345",1982,1,0,0,2,2,0,1,2018,7
"7345",1982,1,0,0,-1,-1,0,0,2019,7
"7345",1982,1,0,0,0,2,0,1,2020,7
"7353",1982,0,1,0,0,1,0,1,2016,5
"7353",1982,0,1,0,0,1,0,1,2017,0
"7353",1982,0,1,0,0,1,0,1,2018,6
"7353",1982,0,1,0,0,1,0,1,2019,6
"7353",1982,0,1,0,0,1,0,1,2020,5
"7354",1979,0,1,0,2,1,0,1,2016,0
"7354",1979,0,1,0,2,1,0,1,2017,0
"7354",1979,0,1,0,2,1,0,1,2018,0
"7367",1979,0,1,0,2,1,0,1,2016,0
"7367",1979,0,1,0,2,1,0,1,2017,0
"7367",1979,0,1,0,2,1,0,1,2018,0
"7393",1982,0,1,0,0,1,0,1,2016,0
"7393",1982,0,1,0,0,1,0,1,2017,0
"7393",1982,0,1,0,0,1,0,1,2019,0
"7393",1982,0,1,0,0,1,0,1,2020,0
"7417",1983,1,1,0,-1,-1,0,0,2016,6
"7417",1983,1,0,0,-1,-1,0,0,2017,7
"7417",1983,1,0,0,-1,-1,0,0,2018,7
"7417",1983,1,0,0,-1,-1,0,0,2019,7
"7417",1983,1,0,0,-1,-1,0,0,2020,7
"7418",1982,1,1,0,-1,-1,0,0,2016,6
"7418",1982,1,1,1,-1,-1,0,0,2017,6
"7418",1982,1,0,1,2,1,1,1,2018,7
"7418",1982,1,1,1,2,1,1,1,2019,5
"7435",1985,1,1,0,-1,-1,0,0,2016,6
"7436",1981,0,1,0,2,1,0,1,2016,0
