"","y10b224","y10b225","yob","gender","w10edu","sampid","y10a034","y10g101","y10a065","y10a080","y10b308","y10b156z","y10b161","w10type","y10f310","y10g500","y10b22","y10g7"
"819",2,450,1981,1,4,2476,NA,2,NA,NA,1,1,1,5,2,1,46,5000
"820",2,100,1988,1,4,2478,NA,1,NA,NA,2,6,2,5,2,2,30,3000
"821",1,4850,1982,1,4,2484,NA,1,NA,NA,1,2,1,5,1,2,50,4000
"822",NA,NA,1990,2,4,2486,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1800
"823",NA,NA,1987,2,4,2488,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,2000
"824",1,2400,1991,2,4,2500,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"825",NA,NA,1992,2,4,2503,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"826",2,200,1990,2,4,2507,NA,1,NA,NA,1,4,2,5,1,2,40,3500
"827",1,3900,1990,2,4,2510,NA,1,NA,NA,1,2,1,5,1,2,45,3500
"828",1,7000,1979,1,4,2511,NA,2,NA,NA,1,6,1,5,1,1,50,5000
"829",1,4000,1983,1,4,2512,NA,1,NA,NA,1,8,1,5,1,2,40,5000
"830",1,3600,1985,2,4,2513,NA,1,NA,NA,1,2,1,5,1,2,40,4000
"831",NA,NA,1990,2,4,2514,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"832",NA,NA,1984,1,4,2516,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"833",2,170,1990,2,4,2521,NA,1,NA,NA,1,3,1,5,1,2,45,3000
"834",1,5000,1979,1,4,2522,NA,2,NA,NA,NA,6,5,5,1,1,60,5000
"835",NA,NA,1987,1,4,2524,NA,2,NA,NA,NA,NA,NA,6,1,2,NA,3500
"836",NA,NA,1986,2,4,2525,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"837",2,180,1985,2,4,2530,NA,1,NA,NA,1,1,1,5,2,2,40,2500
"838",2,260,1980,1,4,2532,NA,2,NA,NA,1,2,1,5,2,1,40,3000
"839",1,6000,1979,2,4,2535,NA,2,NA,NA,1,0,1,5,2,1,42,3000
"840",2,310,1981,1,4,2539,NA,2,NA,NA,1,1,1,5,2,1,40,3000
"841",2,200,1991,2,4,2541,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"842",NA,NA,1992,2,4,2542,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"843",2,250,1989,2,4,2543,NA,1,NA,NA,1,0,1,5,2,2,45,3000
"844",2,220,1987,2,4,2544,NA,2,NA,NA,1,0,1,5,1,2,46,3000
"845",2,250,1990,2,4,2545,NA,1,NA,NA,1,0,1,5,1,2,45,3000
"846",2,150,1991,2,4,2548,NA,1,NA,NA,1,2,1,5,1,2,40,2400
"847",1,6000,1981,2,4,2554,NA,1,NA,NA,1,0,1,5,4,2,45,3000
"848",2,180,1990,2,4,2557,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"849",NA,NA,1988,1,4,2558,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"850",2,250,1991,1,4,2564,NA,1,NA,NA,1,6,1,5,1,2,54,3500
"851",1,2500,1989,2,4,2565,NA,1,NA,NA,1,0,1,5,1,2,45,3000
"852",2,220,1990,2,4,2569,NA,1,NA,NA,1,1,1,5,2,2,40,1800
"853",2,200,1982,2,4,2571,NA,2,NA,NA,1,0,1,5,2,1,40,1800
"854",2,180,1989,2,4,2574,NA,1,NA,NA,1,0,1,5,1,2,45,2500
"855",NA,NA,1989,1,4,2576,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"856",1,2200,1979,2,4,2579,NA,2,NA,NA,1,0,1,5,2,1,45,2000
"857",NA,NA,1986,2,4,2582,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"858",1,3000,1990,2,4,2583,NA,1,NA,NA,1,2,1,5,2,2,40,2500
"859",1,3000,1981,1,5,2584,NA,2,NA,NA,1,1,1,5,1,1,41,3000
"860",NA,NA,1978,2,4,2585,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"861",1,2000,1991,2,4,2586,NA,1,NA,NA,1,4,1,5,2,2,40,2000
"862",1,3000,1989,1,4,2589,NA,1,NA,NA,1,6,1,5,1,2,48,2500
"863",1,3000,1988,1,5,2594,NA,1,NA,NA,1,1,1,5,1,2,40,2500
"864",NA,NA,1991,1,4,2595,4,1,2,5,NA,NA,NA,4,1,2,NA,NA
"865",1,5000,1990,1,4,2596,NA,1,NA,NA,1,0,1,5,2,2,45,2000
"866",5,0.7,1985,2,4,2598,NA,2,NA,NA,2,0,2,5,4,1,30,2000
"867",NA,NA,1980,1,4,2599,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,2000
"868",NA,NA,1991,2,4,2602,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"869",1,2500,1988,1,4,2604,NA,1,NA,NA,1,0,1,5,2,2,40,1800
"870",1,3000,1987,2,4,2606,NA,1,NA,NA,1,0,1,5,1,2,40,1800
"871",NA,NA,1983,2,4,2607,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1800
"872",1,3300,1982,1,4,2608,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"873",1,3000,1986,2,4,2609,NA,1,NA,NA,1,6,1,5,2,2,54,1800
"874",NA,NA,1989,1,4,2610,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"875",1,3500,1987,1,5,2611,NA,2,NA,NA,1,1,1,5,1,2,40,1800
"876",NA,NA,1992,2,4,2614,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1500
"877",1,3000,1982,2,5,2617,NA,1,NA,NA,1,2,1,5,1,2,45,1500
"878",NA,NA,1986,2,4,2618,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1600
"879",2,150,1992,1,4,2621,NA,1,NA,NA,1,6,1,5,1,2,48,2000
"880",1,8000,1988,2,4,2622,NA,1,NA,NA,1,6,1,5,1,2,40,3000
"881",1,4300,1981,1,4,2623,NA,2,NA,NA,1,1,1,5,1,2,40,3000
"882",2,70,1983,2,4,2624,NA,2,NA,NA,2,5,2,5,2,1,25,2000
"883",NA,NA,1983,1,4,2625,2,1,1,5,NA,NA,NA,4,NA,2,NA,NA
"884",2,150,1987,2,4,2627,NA,1,NA,NA,NA,5,5,5,4,2,60,2000
"885",1,3200,1989,1,4,2630,NA,1,NA,NA,1,1,1,5,2,2,42,2500
"886",NA,NA,1982,2,4,2631,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,3000
"887",1,3000,1980,1,4,2632,NA,2,NA,NA,1,6,1,5,1,1,40,3000
"888",2,145,1982,2,4,2633,NA,2,NA,NA,1,1,1,5,3,1,40,2000
"889",NA,NA,1991,2,4,2641,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"890",NA,NA,1990,2,4,2643,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"891",2,180,1987,2,4,2645,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"892",2,130,1992,2,4,2646,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"893",1,6000,1980,1,4,2649,NA,2,NA,NA,1,1,1,5,2,1,40,3500
"894",NA,NA,1987,1,4,2651,2,1,2,5,NA,NA,NA,4,1,2,NA,NA
"895",NA,NA,1979,2,4,2652,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"896",1,3000,1986,2,4,2653,NA,2,NA,NA,1,0,1,5,2,1,40,2000
"897",1,4500,1990,1,4,2654,NA,1,NA,NA,1,0,1,5,2,2,42,3000
"898",NA,NA,1991,1,4,2655,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"899",1,3200,1984,2,5,2657,NA,2,NA,NA,1,3,1,5,1,2,45,3000
"900",NA,NA,1990,2,4,2658,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"901",1,1800,1984,1,4,2659,NA,1,NA,NA,2,2,1,5,1,2,40,2500
"902",1,6000,1982,1,4,2660,NA,1,NA,NA,1,1,1,5,2,2,40,3000
"903",1,2500,1990,2,4,2661,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"904",NA,NA,1991,2,4,2662,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"905",1,3700,1986,1,4,2663,NA,2,NA,NA,1,2,1,5,2,1,40,2500
"906",1,2400,1991,2,4,2665,NA,1,NA,NA,1,0,1,5,1,2,45,2000
"907",NA,NA,1990,1,4,2666,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"908",1,3500,1985,1,5,2667,NA,1,NA,NA,1,1,1,5,2,2,40,2500
"909",1,3000,1989,2,4,2668,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"910",2,120,1992,2,4,2669,NA,1,NA,NA,2,4,2,5,1,2,40,1800
"911",1,3200,1989,2,4,2670,NA,1,NA,NA,1,2,1,5,2,2,42,3000
"912",1,2500,1991,2,4,2671,NA,1,NA,NA,1,2,1,5,1,2,42,2000
"913",1,3600,1989,2,4,2673,NA,1,NA,NA,1,3,1,5,2,2,40,2500
"914",1,3000,1986,2,5,2674,NA,1,NA,NA,2,4,1,5,2,2,40,2000
"915",NA,NA,1992,2,4,2675,2,1,1,5,NA,NA,NA,4,2,2,NA,NA
"916",1,4000,1978,1,4,2683,NA,2,NA,NA,1,0,1,5,1,1,40,2400
"917",1,4000,1979,1,4,2685,NA,2,NA,NA,1,0,1,5,2,2,45,2400
"918",1,2400,1989,2,4,2689,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"919",1,2400,1989,2,4,2690,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"920",1,3500,1984,1,4,2694,NA,2,NA,NA,1,5,1,5,2,1,40,1800
"921",1,2400,1985,2,4,2695,NA,1,NA,NA,1,2,1,5,1,2,40,1500
"922",1,2400,1985,2,4,2696,3,1,1,5,1,0,1,5,1,2,40,1800
"923",2,180,1979,1,4,2700,NA,1,NA,NA,1,8,1,5,2,2,40,1700
"924",NA,NA,1983,2,4,2703,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1800
"925",1,2400,1990,2,4,2705,NA,1,NA,NA,1,0,1,5,1,2,40,1500
"926",1,6500,1978,1,4,2706,NA,2,NA,NA,1,0,1,5,2,2,40,1800
"927",NA,NA,1984,2,4,2708,NA,2,NA,NA,NA,NA,NA,6,3,1,NA,1800
"928",1,3300,1983,2,4,2709,NA,2,NA,NA,1,2,1,5,1,1,45,1800
"929",1,3000,1986,2,4,2710,NA,2,NA,NA,1,2,1,5,1,2,40,1800
"930",1,1800,1990,2,4,2711,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"931",NA,NA,1992,2,4,2712,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1800
"932",2,200,1984,2,4,2716,NA,1,NA,NA,2,0,2,5,3,2,40,1800
"933",1,3600,1981,2,4,2718,NA,2,NA,NA,NA,5,5,5,1,1,70,2400
"934",2,180,1987,1,4,2721,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"935",2,550,1980,1,5,2722,NA,1,NA,NA,1,1,1,5,3,2,40,4500
"936",NA,NA,1988,1,4,2723,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,2000
"937",NA,NA,1991,2,4,2724,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,2000
"938",2,160,1988,2,4,2727,NA,1,NA,NA,1,5,1,5,2,2,40,1600
"939",2,300,1978,1,4,2728,NA,1,NA,NA,1,4,1,5,2,2,40,2000
"940",2,250,1990,1,4,2733,9090908,1,1,5,1,4,1,5,2,2,50,2400
"941",2,200,1988,2,4,2734,NA,1,NA,NA,1,2,1,5,2,2,40,1800
"942",NA,NA,1986,2,4,2738,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1500
"943",1,3000,1987,2,4,2739,NA,1,NA,NA,1,3,1,5,2,2,40,1800
"944",1,5500,1990,1,4,2740,NA,1,NA,NA,1,0,1,5,1,2,45,3600
"945",1,4800,1989,1,5,2741,NA,2,NA,NA,1,1,1,5,1,2,50,4000
"946",1,4500,1991,2,4,2742,NA,1,NA,NA,1,0,1,5,1,2,40,1800
"947",NA,NA,1985,2,4,2744,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1800
"948",1,5000,1981,1,5,2745,NA,2,NA,NA,1,1,1,5,2,1,40,3600
"949",1,3600,1986,1,4,2746,NA,1,NA,NA,1,2,1,5,1,2,40,2400
"950",2,80,1978,2,4,2748,NA,2,NA,NA,2,2,2,5,3,1,8,1800
"951",2,230,1991,2,5,2750,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"952",2,190,1981,2,4,2754,NA,2,NA,NA,1,3,1,5,2,1,40,1500
"953",NA,NA,1991,1,4,2755,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1700
"954",2,120,1989,2,4,2756,NA,1,NA,NA,1,0,1,5,2,2,40,1300
"955",2,160,1990,1,4,2757,NA,1,NA,NA,2,1,2,5,2,2,40,1800
"956",1,3000,1988,1,4,2759,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"957",NA,NA,1983,1,4,2769,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"958",1,2400,1984,1,4,2771,NA,1,NA,NA,NA,5,5,5,2,2,60,2000
"959",1,2000,1986,1,4,2772,NA,1,NA,NA,NA,5,5,5,2,2,60,2000
"960",1,2200,1991,2,4,2774,NA,1,NA,NA,1,1,1,5,2,2,40,2000
"961",NA,NA,1978,2,4,2775,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1500
"962",NA,NA,1990,1,4,2776,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,4000
"963",2,140,1988,2,4,2777,NA,1,NA,NA,1,0,1,5,4,2,40,2000
"964",NA,NA,1989,1,4,2778,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"965",2,180,1986,2,5,2779,NA,1,NA,NA,2,2,2,5,1,2,45,2400
"966",NA,NA,1983,2,4,2790,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"967",2,250,1990,1,4,2791,NA,1,NA,NA,1,1,1,5,2,2,40,3000
"968",2,150,1990,2,4,2794,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"969",1,2400,1991,2,4,2796,NA,1,NA,NA,1,3,1,5,2,2,40,2500
"970",NA,NA,1988,1,5,2801,4,1,1,5,NA,NA,NA,4,1,2,NA,NA
"971",2,270,1981,2,4,2803,NA,2,NA,NA,1,2,1,5,2,1,40,3500
"972",1,3000,1992,1,4,2812,NA,1,NA,NA,1,1,1,5,2,2,45,2500
"973",1,4500,1981,1,5,2815,NA,1,NA,NA,1,1,1,5,1,2,40,4000
"974",NA,NA,1978,2,4,2816,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"975",1,2000,1987,2,4,2818,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"976",2,180,1979,1,4,2826,NA,2,NA,NA,1,8,1,5,2,2,50,2500
"977",1,2000,1986,2,4,2830,NA,1,NA,NA,1,0,1,5,2,2,40,1800
"978",1,3000,1980,2,4,2832,NA,2,NA,NA,NA,9,5,5,2,1,50,1600
"979",NA,NA,1990,1,4,2833,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,1800
"980",NA,NA,1981,2,4,2836,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"981",2,200,1991,2,4,2840,NA,1,NA,NA,1,6,1,5,1,2,40,2000
"982",NA,NA,1979,1,4,2847,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"983",1,2500,1984,2,4,2848,NA,1,NA,NA,1,0,1,5,4,2,40,2800
"984",1,5000,1984,1,4,2849,NA,1,NA,NA,NA,6,5,5,2,2,60,4000
"985",NA,NA,1978,2,4,2850,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,2300
"986",2,250,1988,1,4,2851,NA,1,NA,NA,1,1,1,5,1,2,40,2600
"987",2,280,1991,2,4,2852,NA,1,NA,NA,1,0,1,5,4,2,40,2500
"988",NA,NA,1979,2,4,2856,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2300
"989",NA,NA,1990,1,4,2860,1,1,2,5,NA,NA,NA,4,1,2,NA,NA
"990",2,180,1992,2,4,2861,NA,1,NA,NA,1,3,1,5,1,2,40,2500
"991",1,2500,1992,1,4,2863,NA,1,NA,NA,1,2,1,5,1,2,40,2200
"992",2,200,1990,2,4,2864,NA,2,NA,NA,1,0,1,5,2,2,40,2000
"993",2,140,1991,2,4,2866,NA,1,NA,NA,2,5,2,5,2,2,40,2500
"994",2,160,1989,2,4,2867,NA,1,NA,NA,1,4,2,5,1,2,40,2500
"995",2,300,1991,1,4,2870,NA,1,NA,NA,NA,5,5,5,1,2,72,3000
"996",2,350,1983,1,4,2873,NA,1,NA,NA,NA,6,5,5,1,2,50,2800
"997",1,5500,1978,1,4,2878,NA,2,NA,NA,1,6,1,5,2,1,40,3500
"998",2,200,1984,2,4,2879,NA,1,NA,NA,1,4,1,5,1,2,40,2000
"999",2,240,1984,1,4,2886,NA,2,NA,NA,1,0,1,5,1,2,40,3500
"1000",2,250,1982,2,4,2887,NA,2,NA,NA,1,2,1,5,1,1,40,2500
"1001",2,220,1984,1,4,2891,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"1002",2,330,1979,2,5,2892,NA,2,NA,NA,1,2,1,5,4,1,40,3500
"1003",2,350,1982,2,5,2893,NA,2,NA,NA,1,2,1,5,1,2,40,3600
"1004",1,3200,1979,1,5,2894,NA,2,NA,NA,1,3,1,5,1,1,40,3200
"1005",2,150,1984,2,4,2895,6,1,2,5,2,2,2,5,1,2,30,3500
"1006",2,200,1989,1,4,2896,NA,1,NA,NA,1,2,1,5,1,2,40,3000
"1007",2,250,1985,2,4,2897,NA,2,NA,NA,1,0,1,5,1,2,40,3000
"1008",NA,NA,1990,1,4,2899,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1009",NA,NA,1986,2,4,2904,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"1010",2,300,1986,2,4,2906,NA,1,NA,NA,2,2,2,5,1,2,40,3600
"1011",1,3300,1988,1,4,2908,NA,1,NA,NA,1,6,1,5,1,2,40,3000
"1012",2,225,1987,1,4,2909,NA,1,NA,NA,1,2,1,5,1,2,40,3000
"1013",2,240,1987,2,4,2911,NA,1,NA,NA,1,1,1,5,1,2,40,2400
"1014",2,160,1990,2,4,2916,NA,1,NA,NA,1,0,1,5,1,2,42,2400
"1015",1,5000,1978,1,5,2917,NA,2,NA,NA,NA,0,5,5,1,1,40,3600
"1016",1,3300,1981,1,4,2918,NA,2,NA,NA,1,0,1,5,1,1,40,3600
"1017",1,4000,1987,2,4,2919,6,2,3,5,1,2,1,5,1,2,40,3600
"1018",2,230,1991,2,4,2920,NA,1,NA,NA,2,0,2,5,1,2,48,2800
"1019",1,3300,1978,2,4,2925,NA,2,NA,NA,1,0,1,5,1,2,40,3000
"1020",2,125,1990,1,4,2926,NA,1,NA,NA,1,6,1,5,3,2,40,1500
"1021",NA,NA,1988,1,4,2927,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"1022",NA,NA,1979,2,4,2932,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,3000
"1023",1,3300,1991,1,4,2933,NA,1,NA,NA,1,1,1,5,4,2,40,3000
"1024",NA,NA,1987,2,4,2938,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1025",1,5000,1981,1,4,2943,NA,2,NA,NA,1,1,1,5,2,1,40,2400
"1026",2,250,1982,1,4,2947,NA,2,NA,NA,1,2,1,5,2,1,40,2400
"1027",1,3000,1981,1,4,2948,NA,2,NA,NA,1,1,1,5,2,1,45,2500
"1028",2,130,1988,2,4,2950,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"1029",NA,NA,1990,1,4,2951,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1030",NA,NA,1982,2,4,2958,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1031",NA,NA,1985,2,4,2965,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1032",2,0,1983,2,4,2966,NA,1,NA,NA,NA,6,6,5,2,2,40,2400
"1033",2,250,1988,2,4,2967,NA,1,NA,NA,1,2,1,5,2,2,40,2400
"1034",2,200,1989,1,4,2971,NA,1,NA,NA,1,6,1,5,2,2,40,2400
"1035",1,1500,1991,2,4,2974,NA,1,NA,NA,NA,4,5,5,1,2,30,1800
"1036",1,4000,1990,1,4,2976,NA,1,NA,NA,1,1,1,5,1,2,46,2400
"1037",1,2500,1991,2,4,2977,NA,1,NA,NA,1,8,1,5,1,2,40,2000
"1038",1,3000,1980,1,4,2978,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"1039",1,3000,1991,1,4,2982,NA,1,NA,NA,1,4,1,5,2,2,46,2400
"1040",1,2600,1985,2,4,2983,NA,1,NA,NA,1,2,1,5,2,2,40,2500
"1041",2,200,1983,1,4,2986,NA,2,NA,NA,1,0,1,5,4,1,40,2400
"1042",NA,NA,1982,2,4,2990,NA,2,NA,NA,NA,NA,NA,6,5,1,NA,2000
"1043",NA,NA,1986,2,4,2993,3,2,1,5,NA,NA,NA,3,2,2,NA,NA
"1044",NA,NA,1984,2,4,2994,NA,2,NA,NA,NA,NA,NA,6,1,2,NA,1800
"1045",1,2500,1985,1,5,2995,NA,1,NA,NA,1,6,1,5,2,2,40,2000
"1046",1,3500,1983,1,4,2996,NA,2,NA,NA,1,6,1,5,1,2,52,2200
"1047",1,2500,1983,1,4,2998,NA,2,NA,NA,1,8,1,5,1,1,40,1800
"1048",NA,NA,1985,2,4,2999,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1049",2,190,1985,2,4,3003,NA,1,NA,NA,1,2,1,5,2,2,40,1500
"1050",2,140,1991,2,4,3005,NA,1,NA,NA,1,2,1,5,2,2,40,3000
"1051",2,180,1989,2,4,3006,NA,1,NA,NA,2,1,1,5,2,2,45,3500
"1052",1,2400,1987,2,4,3007,NA,1,NA,NA,1,0,1,5,3,2,40,3000
"1053",2,200,1981,2,4,3011,NA,1,NA,NA,1,1,1,5,2,2,40,3600
"1054",NA,NA,1981,2,4,3018,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1055",2,250,1990,1,4,3021,NA,1,NA,NA,1,7,1,5,1,2,60,3000
"1056",NA,NA,1990,1,4,3024,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"1057",2,130,1987,2,4,3025,NA,1,NA,NA,1,6,1,5,2,2,40,2500
"1058",NA,NA,1984,2,4,3026,NA,2,NA,NA,NA,NA,NA,6,3,1,NA,2800
"1059",2,400,1979,1,4,3028,NA,2,NA,NA,1,1,1,5,1,1,40,6000
"1060",2,350,1988,1,4,3029,NA,1,NA,NA,1,6,1,5,2,2,44,5000
"1061",2,300,1979,2,4,3030,NA,2,NA,NA,1,2,1,5,1,1,20,4000
"1062",2,180,1990,2,4,3033,NA,1,NA,NA,1,6,1,5,2,2,40,2000
"1063",1,4000,1989,2,4,3034,NA,1,NA,NA,1,2,1,5,2,2,40,2500
"1064",2,150,1991,2,4,3035,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"1065",2,0,1988,1,4,3049,NA,1,NA,NA,NA,7,6,5,2,2,50,3000
"1066",5,0.6,1989,2,4,3055,NA,1,NA,NA,2,6,2,5,4,2,40,2000
"1067",2,200,1986,2,4,3057,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"1068",1,3000,1988,2,4,3060,NA,1,NA,NA,1,1,1,5,5,2,40,3000
"1069",1,4000,1988,1,4,3061,NA,1,NA,NA,2,0,2,5,1,2,40,3500
"1070",2,350,1983,1,4,3062,NA,1,NA,NA,1,6,1,5,4,2,45,4000
"1071",1,7000,1985,2,5,3063,NA,2,NA,NA,1,1,1,5,1,2,40,5000
"1072",1,5000,1983,1,4,3065,NA,2,NA,NA,1,0,1,5,4,1,40,3000
"1073",NA,NA,1986,2,4,3066,NA,2,NA,NA,NA,NA,NA,6,3,2,NA,2400
"1074",NA,NA,1991,2,4,3068,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1075",2,250,1988,2,5,3069,3,1,1,5,2,1,2,5,1,2,40,4000
"1076",NA,NA,1991,2,4,3071,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,3000
"1077",1,2700,1990,2,4,3072,NA,1,NA,NA,1,0,1,5,2,2,40,2300
"1078",2,350,1990,2,4,3075,NA,1,NA,NA,NA,6,5,5,1,2,60,2500
"1079",2,360,1988,2,4,3076,NA,1,NA,NA,NA,6,5,5,1,2,60,2300
"1080",2,250,1990,2,4,3077,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"1081",2,350,1981,1,4,3078,NA,2,NA,NA,1,1,1,5,1,2,40,3000
"1082",2,200,1980,1,4,3080,NA,1,NA,NA,1,6,1,5,1,2,40,2500
"1083",NA,NA,1988,2,5,3081,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"1084",2,230,1984,1,4,3083,NA,1,NA,NA,1,8,1,5,1,2,40,2000
"1085",2,200,1983,2,4,3085,NA,1,NA,NA,1,3,1,5,1,2,45,2000
"1086",1,4200,1983,1,4,3089,NA,2,NA,NA,1,0,1,5,4,2,45,3000
"1087",2,150,1987,2,4,3092,NA,1,NA,NA,1,4,1,5,2,2,40,1800
"1088",1,4000,1988,2,4,3100,NA,1,NA,NA,1,0,1,5,4,2,40,3000
"1089",NA,NA,1985,2,5,3101,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1090",1,6000,1982,1,4,3103,NA,2,NA,NA,1,1,1,5,2,1,40,5000
"1091",NA,NA,1985,2,4,3104,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,2000
"1092",NA,NA,1980,2,4,3108,NA,2,NA,NA,NA,NA,NA,6,5,1,NA,2000
"1093",2,150,1989,1,4,3111,NA,1,NA,NA,1,8,1,5,1,2,40,2300
"1094",2,180,1983,2,4,3112,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"1095",1,3500,1985,1,4,3113,NA,1,NA,NA,1,0,1,5,2,2,48,2500
"1096",1,4300,1989,2,4,3118,NA,1,NA,NA,1,2,1,5,5,2,40,2500
"1097",NA,NA,1982,2,4,3120,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2500
"1098",2,200,1983,2,4,3121,NA,1,NA,NA,1,4,1,5,1,2,40,3000
"1099",1,3000,1987,1,4,3122,NA,1,NA,NA,1,2,1,5,1,2,40,2500
"1100",1,2500,1991,2,4,3123,NA,1,NA,NA,1,3,1,5,2,2,40,3000
"1101",NA,NA,1991,1,4,3126,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1102",1,4000,1989,1,4,3127,NA,1,NA,NA,1,1,1,5,2,2,45,2000
"1103",NA,NA,1980,2,4,3128,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1104",1,3400,1982,2,5,3129,NA,2,NA,NA,1,0,1,5,2,1,40,2500
"1105",1,5000,1980,2,4,3130,NA,2,NA,NA,NA,0,5,5,2,1,40,3000
"1106",2,200,1983,2,4,3132,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"1107",2,180,1989,1,4,3141,NA,1,NA,NA,1,8,1,5,2,2,40,2000
"1108",NA,NA,1990,2,4,3144,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1109",1,3100,1987,2,4,3146,NA,1,NA,NA,1,1,1,5,1,2,40,2500
"1110",1,2500,1987,2,4,3151,NA,1,NA,NA,1,0,1,5,2,2,45,2000
"1111",1,2400,1991,2,4,3153,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"1112",1,4500,1987,2,4,3156,NA,1,NA,NA,1,3,1,5,2,2,50,3000
