"","y10b224","y10b225","yob","gender","w10edu","sampid","y10a034","y10g101","y10a065","y10a080","y10b308","y10b156z","y10b161","w10type","y10f310","y10g500","y10b22","y10g7"
"302",1,4800,1978,1,5,884,NA,2,NA,NA,NA,9,5,5,2,2,50,3000
"303",1,3000,1981,2,5,885,NA,2,NA,NA,1,0,1,5,1,1,40,1800
"304",4,5,1986,2,4,887,NA,2,NA,NA,2,0,2,5,2,2,48,1200
"305",1,4000,1983,1,5,889,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"306",1,2500,1984,1,4,890,NA,1,NA,NA,1,2,1,5,1,2,48,2000
"307",NA,NA,1984,2,4,894,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2000
"308",2,300,1980,1,4,895,NA,2,NA,NA,1,1,1,5,2,1,50,4000
"309",2,170,1988,1,4,902,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"310",NA,NA,1992,2,4,909,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,1800
"311",1,3000,1980,1,4,912,NA,2,NA,NA,1,6,1,5,4,1,45,3500
"312",1,7000,1979,1,5,913,NA,2,NA,NA,1,1,1,5,1,1,46,2500
"313",1,4800,1982,1,4,914,NA,2,NA,NA,1,6,1,5,2,1,55,2400
"314",NA,NA,1989,1,4,917,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"315",2,190,1989,1,4,919,NA,1,NA,NA,2,2,1,5,2,2,36,1500
"316",NA,NA,1991,2,4,920,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1800
"317",1,2200,1988,2,4,921,NA,1,NA,NA,1,0,1,5,4,2,47,2500
"318",1,3200,1984,1,4,923,NA,2,NA,NA,1,0,1,5,2,1,40,1800
"319",2,220,1989,1,4,932,NA,1,NA,NA,1,1,1,5,2,2,46,1200
"320",NA,NA,1991,2,4,935,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"321",2,300,1985,2,4,938,NA,2,NA,NA,1,2,1,5,1,2,40,2000
"322",2,200,1990,2,4,941,NA,1,NA,NA,1,4,1,5,2,2,48,4000
"323",2,280,1992,2,4,942,NA,1,NA,NA,1,0,1,5,1,2,51,4000
"324",2,400,1990,1,4,943,NA,1,NA,NA,1,2,1,5,1,2,46,3000
"325",2,190,1989,1,4,945,NA,1,NA,NA,1,1,1,5,1,2,46,2100
"326",2,130,1987,2,4,947,NA,1,NA,NA,1,2,1,5,2,2,35,1200
"327",1,2850,1989,1,4,948,NA,1,NA,NA,1,0,1,5,4,2,48,2400
"328",2,250,1981,2,4,952,NA,2,NA,NA,1,0,1,5,1,1,43,2000
"329",NA,NA,1989,1,4,953,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"330",2,9090908,1989,2,5,954,NA,1,NA,NA,2,99,2,5,3,2,50,3000
"331",NA,NA,1987,2,4,955,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,2400
"332",1,4300,1988,2,5,957,NA,1,NA,NA,1,1,1,5,1,2,50,3000
"333",2,150,1990,2,4,958,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"334",1,2500,1980,1,4,959,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"335",1,4000,1982,1,4,962,NA,2,NA,NA,NA,0,5,5,1,2,50,5000
"336",1,3200,1989,1,4,963,NA,1,NA,NA,1,0,1,5,1,2,45,3200
"337",2,250,1989,1,4,974,NA,1,NA,NA,1,2,1,5,1,2,44,2000
"338",2,230,1983,2,4,975,NA,2,NA,NA,1,0,1,5,1,1,43,1800
"339",2,200,1978,1,4,976,NA,1,NA,NA,NA,0,4,5,1,2,40,1800
"340",NA,NA,1991,1,4,977,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"341",NA,NA,1978,2,4,982,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"342",1,3200,1987,2,4,985,NA,1,NA,NA,1,0,1,5,1,2,48,2000
"343",NA,NA,1985,1,4,986,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1500
"344",2,280,1985,1,4,988,NA,2,NA,NA,1,1,1,5,2,2,40,1500
"345",1,5300,1988,1,4,991,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"346",NA,NA,1987,1,4,992,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1500
"347",NA,NA,1991,2,4,994,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"348",2,280,1980,1,4,995,NA,2,NA,NA,1,2,1,5,1,1,40,2400
"349",1,4400,1987,1,4,998,1,1,1,5,1,2,1,5,4,2,47,3000
"350",1,3600,1980,1,4,999,NA,2,NA,NA,1,0,1,5,1,2,43,2400
"351",NA,NA,1983,2,4,1004,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,1500
"352",1,2400,1990,2,4,1006,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"353",2,260,1990,1,4,1008,NA,1,NA,NA,1,1,1,5,1,2,40,3000
"354",2,120,1991,2,4,1017,NA,1,NA,NA,2,6,2,5,1,2,45,2000
"355",1,9090908,1990,1,4,1022,NA,1,NA,NA,1,0,1,5,2,2,40,4000
"356",1,4600,1992,1,4,1023,NA,1,NA,NA,1,1,1,5,2,2,40,5000
"357",NA,NA,1991,2,4,1029,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,2400
"358",1,2300,1986,2,4,1034,NA,1,NA,NA,2,0,2,5,2,2,40,3000
"359",2,240,1984,2,4,1035,1,2,1,5,1,0,1,5,2,2,40,3000
"360",NA,NA,1991,2,4,1037,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"361",1,4500,1981,1,4,1038,NA,1,NA,NA,1,1,1,5,2,2,50,1800
"362",1,2400,1990,1,4,1040,NA,1,NA,NA,1,8,1,5,1,2,40,2000
"363",1,3200,1985,1,4,1048,NA,1,NA,NA,1,8,1,5,1,2,50,4000
"364",NA,NA,1981,2,4,1056,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2500
"365",NA,NA,1983,2,4,1059,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"366",1,2200,1991,1,4,1060,NA,1,NA,NA,1,0,1,5,1,2,40,4000
"367",NA,NA,1985,2,4,1061,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3600
"368",1,3200,1986,2,4,1066,NA,1,NA,NA,1,0,1,5,1,2,40,4000
"369",2,260,1988,2,4,1068,NA,2,NA,NA,1,2,1,5,4,2,45,2000
"370",NA,NA,1989,2,4,1070,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"371",1,2500,1979,1,4,1072,NA,1,NA,NA,1,0,1,5,3,2,50,3000
"372",1,3300,1979,1,4,1074,NA,2,NA,NA,1,0,1,5,1,2,40,3500
"373",2,120,1979,2,4,1075,NA,2,NA,NA,1,5,1,5,1,2,60,1800
"374",1,4000,1992,2,4,1085,NA,1,NA,NA,2,0,2,5,2,2,40,3000
"375",2,9090908,1988,2,4,1086,NA,1,NA,NA,2,2,2,5,2,2,40,2400
"376",2,220,1990,1,4,1089,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"377",NA,NA,1992,2,4,1090,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"378",2,230,1992,2,4,1093,NA,1,NA,NA,1,4,1,5,2,2,40,1800
"379",2,230,1990,2,4,1095,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"380",NA,NA,1990,2,4,1096,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"381",2,9090908,1992,1,4,1097,NA,1,NA,NA,1,2,1,5,2,2,40,2100
"382",2,210,1991,2,4,1099,NA,1,NA,NA,1,4,1,5,2,2,40,1800
"383",NA,NA,1989,2,4,1101,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"384",2,200,1987,2,4,1102,NA,1,NA,NA,1,3,1,5,1,2,44,2400
"385",2,330,1991,1,5,1104,NA,1,NA,NA,1,1,1,5,1,2,40,2500
"386",2,220,1990,2,4,1105,NA,1,NA,NA,1,5,1,5,1,2,40,1500
"387",2,230,1983,2,4,1106,NA,2,NA,NA,2,2,2,5,1,1,27,1200
"388",2,50,1985,2,4,1109,NA,2,NA,NA,2,4,2,5,2,1,20,1200
"389",1,2800,1991,2,4,1111,NA,1,NA,NA,2,2,1,5,2,2,47,3600
"390",1,3000,1978,2,4,1119,NA,2,NA,NA,1,0,1,5,2,1,40,3000
"391",NA,NA,1990,1,4,1120,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"392",2,250,1988,2,4,1121,NA,1,NA,NA,NA,2,5,5,2,2,50,3000
"393",NA,NA,1988,1,4,1127,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,1800
"394",NA,NA,1989,1,4,1134,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"395",1,2600,1987,2,4,1135,NA,1,NA,NA,1,2,1,5,2,2,50,2400
"396",1,3600,1990,2,4,1138,NA,1,NA,NA,1,1,1,5,1,2,40,3600
"397",2,230,1983,1,4,1139,NA,1,NA,NA,1,1,1,5,2,2,40,3000
"398",NA,NA,1987,2,4,1148,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"399",2,140,1988,1,4,1150,NA,1,NA,NA,2,0,2,5,2,2,40,1800
"400",NA,NA,1990,1,4,1158,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2700
"401",NA,NA,1991,1,4,1159,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"402",NA,NA,1980,1,5,1166,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"403",2,390,1981,1,5,1168,NA,1,NA,NA,1,1,1,5,2,2,40,2600
"404",1,2100,1989,2,4,1177,NA,1,NA,NA,2,0,1,5,2,2,40,1800
"405",2,200,1981,1,4,1180,NA,1,NA,NA,2,4,2,5,2,2,20,3000
"406",1,4500,1978,1,4,1186,NA,2,NA,NA,NA,4,5,5,1,1,40,3000
"407",1,5000,1981,1,4,1188,NA,2,NA,NA,1,0,1,5,1,1,50,3500
"408",1,3800,1980,1,4,1189,NA,2,NA,NA,1,0,1,5,2,1,40,3000
"409",2,200,1985,1,4,1190,NA,1,NA,NA,1,0,1,5,4,2,45,2000
"410",1,9090909,1981,1,5,1191,NA,1,NA,NA,NA,6,5,5,2,2,40,3000
"411",2,150,1991,2,4,1193,NA,1,NA,NA,2,0,2,5,2,2,40,1800
"412",2,260,1990,2,4,1200,NA,1,NA,NA,2,2,2,5,3,2,48,4500
"413",1,4000,1984,2,4,1201,NA,1,NA,NA,1,0,1,5,1,2,44,2400
"414",1,3000,1985,2,4,1205,NA,1,NA,NA,1,1,1,5,2,2,43,2400
"415",2,200,1988,1,4,1213,NA,1,NA,NA,1,2,1,5,4,2,41,50000
"416",2,210,1983,1,4,1214,NA,1,NA,NA,2,0,1,5,1,2,50,2000
"417",2,100,1986,2,5,1215,NA,2,NA,NA,1,2,1,5,1,1,25,1200
"418",2,180,1987,2,4,1226,NA,1,NA,NA,1,0,1,5,2,2,45,2400
"419",1,3600,1984,1,4,1227,NA,1,NA,NA,1,1,1,5,2,2,55,3000
"420",NA,NA,1989,1,4,1228,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,9090909
"421",2,180,1986,2,4,1240,NA,1,NA,NA,1,0,1,5,1,2,42,3000
"422",1,3400,1983,1,4,1245,NA,2,NA,NA,1,0,1,5,2,1,45,3200
"423",2,160,1990,2,4,1246,NA,1,NA,NA,2,0,1,5,6,2,40,2600
"424",1,2600,1993,2,4,1248,NA,1,NA,NA,1,1,1,5,4,2,40,2600
"425",1,2380,1989,2,4,1249,NA,1,NA,NA,1,0,1,5,3,2,44,2300
"426",NA,NA,1991,2,4,1264,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"427",2,200,1988,1,4,1266,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"428",2,150,1991,2,4,1272,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"429",2,150,1990,2,4,1274,NA,1,NA,NA,2,0,1,5,2,2,40,3000
"430",2,170,1991,2,4,1279,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"431",2,400,1986,2,4,1282,NA,2,NA,NA,NA,6,5,5,2,1,40,2400
"432",2,220,1989,1,4,1285,NA,1,NA,NA,1,8,1,5,2,2,40,2400
"433",2,200,1990,1,4,1288,NA,1,NA,NA,1,1,1,5,3,2,40,2500
"434",2,250,1987,1,4,1289,NA,1,NA,NA,1,4,1,5,1,2,40,1800
"435",NA,NA,1991,2,5,1290,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"436",2,280,1986,2,4,1294,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"437",NA,NA,1979,2,4,1296,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"438",2,9090908,1980,2,4,1297,NA,2,NA,NA,1,0,1,5,2,1,40,3000
"439",NA,NA,1991,1,4,1300,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"440",2,250,1979,1,4,1304,NA,2,NA,NA,1,8,1,5,4,1,48,2500
"441",NA,NA,1992,2,4,1307,2,1,2,5,NA,NA,NA,4,1,2,NA,NA
"442",1,3200,1983,1,4,1310,NA,1,NA,NA,1,8,1,5,1,2,40,1500
"443",1,2000,1992,2,4,1311,NA,1,NA,NA,1,1,1,5,1,2,40,1500
"444",1,4500,1978,1,4,1314,NA,2,NA,NA,1,1,1,5,1,1,40,1800
"445",1,3700,1980,1,5,1315,NA,2,NA,NA,1,1,1,5,1,1,48,2000
"446",NA,NA,1989,2,4,1316,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"447",1,4700,1983,1,4,1317,NA,2,NA,NA,1,0,1,5,1,1,48,1800
"448",NA,NA,1990,1,4,1319,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"449",2,170,1986,2,4,1320,NA,1,NA,NA,2,6,2,5,1,2,48,2000
"450",1,3000,1988,2,4,1321,NA,2,NA,NA,1,0,1,5,5,2,48,2000
"451",1,3000,1987,2,4,1323,NA,2,NA,NA,1,0,1,5,1,2,48,2500
"452",1,4000,1980,2,4,1326,NA,2,NA,NA,1,0,1,5,1,1,40,2000
"453",1,2000,1981,2,4,1328,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"454",2,200,1978,1,4,1330,NA,2,NA,NA,1,8,1,5,3,1,40,3000
"455",2,230,1983,1,4,1333,NA,1,NA,NA,1,4,3,5,2,2,40,2500
"456",2,200,1991,1,4,1336,NA,1,NA,NA,1,0,1,5,2,2,54,2000
"457",NA,NA,1992,1,4,1343,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"458",1,3000,1990,2,4,1344,NA,1,NA,NA,1,3,1,5,2,2,40,3000
"459",1,1700,1991,2,4,1347,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"460",1,2400,1990,1,4,1349,NA,1,NA,NA,1,1,1,5,2,2,40,2000
"461",2,100,1993,2,4,1350,NA,1,NA,NA,2,0,2,5,2,2,40,1500
"462",1,2000,1992,1,4,1352,NA,1,NA,NA,1,6,1,5,1,2,42,2000
"463",2,250,1979,2,4,1354,NA,2,NA,NA,1,0,1,5,2,1,40,1500
"464",1,3300,1984,1,4,1359,NA,2,NA,NA,1,0,1,5,2,2,40,2400
"465",1,3000,1985,2,4,1360,NA,2,NA,NA,1,0,1,5,1,1,43,2400
"466",1,2200,1982,2,4,1361,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"467",1,3000,1988,2,4,1364,NA,1,NA,NA,1,3,1,5,2,2,40,2000
"468",NA,NA,1990,1,5,1365,1,1,2,5,NA,NA,NA,4,1,2,NA,NA
"469",2,190,1991,2,4,1367,NA,1,NA,NA,1,2,1,5,1,2,50,2400
"470",1,5000,1983,2,4,1374,NA,1,NA,NA,1,2,1,5,1,2,50,5000
"471",1,3300,1986,2,4,1375,NA,1,NA,NA,1,3,1,5,1,2,40,3000
"472",NA,NA,1991,2,4,1378,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"473",2,200,1987,2,4,1379,NA,2,NA,NA,1,0,1,5,1,2,45,2400
"474",1,4800,1982,1,4,1380,NA,2,NA,NA,1,1,1,5,1,1,45,4000
"475",1,2200,1991,2,4,1383,NA,1,NA,NA,1,3,1,5,2,2,40,1500
"476",2,120,1987,2,4,1395,NA,1,NA,NA,2,0,2,5,1,2,40,2000
"477",NA,NA,1991,1,4,1396,97,1,2,5,NA,NA,NA,4,1,2,NA,NA
"478",NA,NA,1989,2,4,1400,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"479",2,230,1989,2,4,1402,NA,1,NA,NA,1,0,1,5,2,2,51,3000
"480",2,260,1990,2,4,1417,NA,1,NA,NA,1,3,1,5,1,2,40,2400
"481",NA,NA,1991,1,4,1420,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2500
"482",2,130,1982,2,4,1422,NA,1,NA,NA,2,0,2,5,2,2,54,2000
"483",2,220,1991,2,4,1423,NA,1,NA,NA,1,4,1,5,1,2,40,3000
"484",5,0.6,1988,1,4,1424,NA,1,NA,NA,2,5,2,5,4,2,35,2500
"485",1,3700,1983,1,4,1425,NA,1,NA,NA,1,4,1,5,2,2,44,3000
"486",NA,NA,1983,2,5,1427,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2400
"487",NA,NA,1979,2,4,1429,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"488",2,600,1985,1,4,1432,NA,2,NA,NA,1,3,1,5,1,1,60,8000
"489",1,3500,1983,2,4,1440,NA,2,NA,NA,1,0,1,5,2,1,43,2500
"490",NA,NA,1982,1,5,1450,4,2,1,5,NA,NA,NA,4,2,2,NA,NA
"491",1,5500,1979,1,4,1455,NA,2,NA,NA,1,2,1,5,1,1,40,3000
"492",2,200,1991,1,4,1472,NA,1,NA,NA,1,1,1,5,2,2,46,2000
"493",NA,NA,1991,2,4,1478,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3500
"494",2,150,1989,1,4,1479,NA,1,NA,NA,2,5,2,5,1,2,40,1800
"495",NA,NA,1992,2,4,1480,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"496",2,140,1992,2,4,1481,4,1,1,5,2,2,2,5,1,2,40,3000
"497",1,2300,1990,2,4,1488,NA,1,NA,NA,1,0,1,5,2,2,40,1800
"498",NA,NA,1990,1,4,1489,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1700
"499",2,160,1992,2,4,1490,NA,1,NA,NA,2,3,2,5,2,2,40,1800
"500",2,200,1984,2,4,1493,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"501",1,5000,1983,1,4,1495,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"502",1,3000,1988,1,4,1496,NA,1,NA,NA,1,1,1,5,2,2,48,1800
"503",NA,NA,1990,1,4,1498,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"504",NA,NA,1989,2,4,1499,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1800
"505",1,2800,1987,2,4,1503,NA,1,NA,NA,1,1,1,5,2,2,40,1800
"506",2,150,1990,1,4,1508,NA,1,NA,NA,1,1,1,5,2,2,45,1800
"507",1,2700,1987,1,5,1509,NA,1,NA,NA,1,1,1,5,2,2,47,1800
"508",NA,NA,1988,1,4,1510,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"509",1,4000,1989,1,4,1513,NA,1,NA,NA,1,1,1,5,1,2,52,4000
"510",1,7000,1978,2,4,1515,NA,2,NA,NA,1,0,1,5,1,1,45,2000
"511",2,150,1992,2,4,1525,NA,1,NA,NA,2,4,2,5,1,2,45,1800
"512",NA,NA,1978,2,4,1527,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"513",1,1800,1988,1,4,1545,NA,1,NA,NA,1,1,1,5,1,2,40,1800
"514",NA,NA,1990,1,4,1549,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"515",1,2800,1990,1,4,1552,NA,1,NA,NA,1,1,1,5,1,2,40,2400
"516",2,139,1988,2,4,1553,NA,1,NA,NA,1,2,1,5,1,2,40,2500
"517",1,3000,1984,1,4,1554,NA,2,NA,NA,1,8,1,5,1,1,40,2400
"518",2,300,1982,1,4,1555,NA,2,NA,NA,1,1,1,5,1,1,40,3000
"519",NA,NA,1992,2,4,1556,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2200
"520",NA,NA,1989,1,4,1557,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"521",NA,NA,1990,1,4,1558,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"522",2,300,1979,1,4,1559,NA,2,NA,NA,1,2,1,5,1,1,50,2400
"523",2,150,1992,2,4,1561,NA,1,NA,NA,2,3,2,5,1,2,40,1200
"524",2,200,1990,2,4,1564,NA,1,NA,NA,1,0,1,5,4,2,40,2000
"525",2,150,1988,1,4,1565,NA,1,NA,NA,1,2,1,5,1,2,44,3000
"526",NA,NA,1987,1,5,1568,4,1,1,5,NA,NA,NA,4,1,2,NA,NA
"527",2,180,1990,1,4,1571,NA,1,NA,NA,1,1,1,5,2,2,54,2000
"528",1,3000,1978,1,4,1574,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"529",2,200,1983,1,5,1577,NA,2,NA,NA,1,6,1,5,2,1,50,2400
"530",NA,NA,1985,2,4,1578,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"531",NA,NA,1982,2,4,1579,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"532",1,3600,1989,1,4,1580,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"533",NA,NA,1985,2,5,1581,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"534",NA,NA,1989,1,4,1583,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,2400
"535",2,200,1989,2,4,1588,NA,1,NA,NA,1,6,1,5,2,2,40,2000
"536",1,2800,1988,1,4,1590,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"537",2,200,1989,1,4,1593,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"538",1,2800,1990,1,4,1595,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"539",2,600,1978,1,4,1596,NA,1,NA,NA,2,0,3,5,6,2,47,1500
"540",2,150,1992,2,4,1600,NA,1,NA,NA,1,1,1,5,1,2,40,1800
"541",2,180,1990,2,4,1604,NA,1,NA,NA,1,3,1,5,1,2,44,2000
"542",NA,NA,1991,1,4,1606,4,1,2,5,NA,NA,NA,4,2,2,NA,NA
"543",2,300,1988,1,4,1607,NA,2,NA,NA,1,0,1,5,2,2,40,4000
"544",2,200,1989,2,4,1611,NA,1,NA,NA,2,0,3,5,1,2,40,3000
"545",2,180,1988,2,4,1612,NA,1,NA,NA,1,2,1,5,1,2,40,2500
"546",2,150,1989,1,4,1614,NA,1,NA,NA,2,0,2,5,2,2,40,3000
"547",2,250,1990,1,4,1624,NA,2,NA,NA,1,2,1,5,1,2,40,4000
"548",2,200,1987,1,4,1631,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"549",2,200,1986,2,4,1632,NA,2,NA,NA,1,3,1,5,2,1,54,3000
"550",2,200,1989,2,4,1633,NA,1,NA,NA,1,8,1,5,2,2,54,2000
"551",1,2300,1992,2,4,1634,NA,1,NA,NA,1,3,1,5,2,2,44,2000
"552",2,50,1991,2,4,1637,NA,1,NA,NA,2,5,2,5,2,2,30,3000
"553",2,130,1989,2,4,1659,NA,1,NA,NA,1,0,1,5,2,2,50,3000
"554",2,230,1991,1,4,1662,NA,1,NA,NA,1,1,1,5,1,2,48,2000
"555",2,230,1989,1,4,1664,NA,1,NA,NA,1,1,1,5,1,2,40,3000
"556",2,160,1988,2,4,1665,NA,1,NA,NA,2,2,2,5,1,2,32,2000
"557",NA,NA,1988,1,4,1667,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"558",2,380,1981,2,5,1672,NA,2,NA,NA,1,2,1,5,1,1,45,2400
"559",2,300,1979,1,4,1673,NA,2,NA,NA,1,1,1,5,5,1,48,3000
"560",1,2800,1989,2,4,1678,NA,1,NA,NA,1,3,1,5,1,2,44,3000
"561",1,3000,1992,1,4,1688,NA,1,NA,NA,1,1,1,5,1,2,45,3000
"562",2,210,1989,2,4,1689,NA,1,NA,NA,1,6,1,5,1,2,54,2000
"563",1,4500,1983,1,4,1690,NA,2,NA,NA,1,6,1,5,1,1,40,4000
"564",NA,NA,1987,2,4,1691,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"565",2,200,1989,1,4,1692,NA,1,NA,NA,1,4,1,5,1,2,40,3000
"566",2,200,1991,1,4,1693,NA,1,NA,NA,1,9,1,5,1,2,48,2500
"567",2,200,1984,2,4,1694,NA,1,NA,NA,1,6,1,5,1,2,48,2500
"568",NA,NA,1992,1,4,1695,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"569",2,255,1988,1,4,1696,NA,1,NA,NA,1,1,1,5,1,2,40,3600
"570",2,160,1991,2,4,1697,NA,1,NA,NA,1,0,1,5,2,2,48,2400
"571",2,190,1988,2,4,1702,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"572",2,200,1986,2,4,1706,NA,2,NA,NA,1,0,1,5,3,2,50,2400
"573",NA,NA,1982,1,4,1707,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"574",2,347,1991,2,4,1711,NA,1,NA,NA,1,1,1,5,1,2,40,2500
"575",2,150,1986,2,4,1713,NA,2,NA,NA,NA,0,5,5,1,2,50,1500
"576",2,180,1991,2,4,1716,NA,1,NA,NA,1,4,1,5,2,2,40,2000
"577",1,2400,1989,2,4,1718,NA,1,NA,NA,1,0,1,5,3,2,40,1600
"578",2,190,1992,2,4,1719,NA,1,NA,NA,1,1,1,5,1,2,40,2500
"579",1,4600,1981,1,4,1722,NA,2,NA,NA,1,0,1,5,1,1,40,5000
"580",2,230,1985,1,4,1727,NA,2,NA,NA,1,0,1,5,1,1,40,3000
"581",NA,NA,1991,1,4,1728,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"582",2,200,1981,2,4,1729,NA,2,NA,NA,1,3,1,5,2,2,40,7000
"583",2,200,1982,1,4,1730,NA,1,NA,NA,1,1,1,5,2,2,40,4500
"584",2,130,1989,2,4,1734,NA,1,NA,NA,2,6,2,5,2,2,50,4500
"585",2,200,1989,1,4,1735,NA,1,NA,NA,1,8,1,5,2,2,40,4000
"586",2,150,1978,1,4,1737,NA,1,NA,NA,2,5,2,5,2,2,60,3000
"587",2,150,1982,1,4,1738,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"588",2,250,1980,2,4,1739,NA,2,NA,NA,1,2,1,5,2,1,40,5000
"589",2,150,1990,2,4,1743,NA,1,NA,NA,1,4,1,5,2,2,40,4000
"590",1,2350,1991,2,4,1746,NA,1,NA,NA,1,0,1,5,1,2,60,2000
"591",2,40,1990,2,4,1747,NA,1,NA,NA,2,2,2,5,2,2,20,3000
"592",2,100,1981,2,4,1753,NA,1,NA,NA,2,2,2,5,2,2,18,1500
"593",1,2800,1982,2,4,1754,NA,2,NA,NA,1,2,1,5,3,1,48,4000
"594",NA,NA,1989,1,4,1757,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3600
"595",2,200,1988,2,4,1758,NA,1,NA,NA,1,2,1,5,1,2,40,2000
"596",2,9090908,1991,2,4,1760,NA,1,NA,NA,1,1,1,5,1,2,40,1800
"597",2,200,1992,2,4,1761,NA,1,NA,NA,1,1,1,5,1,2,40,3000
"598",2,200,1991,2,4,1762,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"599",2,80,1978,2,4,1763,NA,2,NA,NA,2,2,2,5,2,2,25,1500
"600",2,20,1982,1,4,1768,NA,1,NA,NA,2,7,3,5,2,2,10,2400
